redcount,greencount,bluecount,samecount,redgreen,redblue,greenblue,total,lat,lng
79137,16108,60759,646,2301,20,1029,160000,42.3750098296,-71.1356131274
13105,36198,103574,4432,1348,36,1307,160000,42.3750109,-71.1371463
13317,34454,104673,4312,2042,51,1151,160000,42.3750126937,-71.1371393839
25197,43623,73718,11647,4437,32,1346,160000,42.3750163458,-71.140274384
80680,19932,54029,759,4068,21,511,160000,42.3750176648,-71.1357498137
83727,28061,40508,331,6926,10,437,160000,42.3750236932,-71.1358596792
84236,27962,40222,288,6884,12,396,160000,42.3750255,-71.1358865
16830,30416,101417,7596,2987,91,663,160000,42.3750297371,-71.137011595
16627,30663,100975,7754,3106,86,789,160000,42.3750301,-71.137009
80334,29475,43806,643,5064,26,652,160000,42.3750328949,-71.1359962094
52856,33979,57004,5941,6795,114,3311,160000,42.3750342217,-71.1404108593
52070,35041,57326,7068,6234,121,2140,160000,42.3750361229,-71.140408842
70540,40536,40281,617,7297,71,658,160000,42.3750420966,-71.1361327396
11974,27296,110576,4842,2871,76,2365,160000,42.3750484623,-71.1368741748
11288,28958,109783,4485,2877,141,2468,160000,42.3750485742,-71.1368768899
79053,38230,35556,352,6339,12,458,160000,42.3750512983,-71.1362692698
23930,34663,84445,3920,4889,206,7947,160000,42.3750555,-71.1368225
60444,58935,19974,10876,9253,52,466,160000,42.3750559,-71.1405433
59698,58728,20499,10902,9802,114,257,160000,42.3750561379,-71.1405447082
72322,35174,29373,10808,11415,212,696,160000,42.3750585756,-71.1363384101
77875,36151,20346,12728,12055,100,745,160000,42.3750605,-71.1364058
39645,34168,73116,1714,4974,1117,5266,160000,42.3750624878,-71.1364754051
37284,42649,62964,7794,5078,504,3727,160000,42.3750625952,-71.1366857396
34739,40096,68000,8252,4497,411,4005,160000,42.3750664,-71.1366124
22259,37610,82132,3826,4904,241,9028,160000,42.3750668246,-71.1367393496
37782,39101,69642,1888,5205,1117,5265,160000,42.3750696904,-71.1365489792
53960,49708,43020,5799,4839,314,2360,160000,42.3750780542,-71.1406785572
55884,16058,77831,4264,4488,251,1224,160000,42.3750999704,-71.1408124062
73326,47674,26275,3707,7608,292,1118,160000,42.3751218866,-71.1409462553
51911,49714,46020,4297,5951,206,1901,160000,42.3751438028,-71.1410801044
52264,50961,45003,3565,5333,621,2253,160000,42.375165719,-71.1412139535
39856,44137,60955,6519,4463,496,3574,160000,42.3751876352,-71.1413478027
34107,72569,40114,6675,3912,114,2509,160000,42.3752095514,-71.141481652
42452,42652,56760,10485,4351,35,3265,160000,42.3752314676,-71.1416155013
54682,89967,2827,3360,9047,7,110,160000,42.3752468,-71.1459276
42341,49179,61212,3189,3410,76,593,160000,42.3752533838,-71.1417493506
46107,39423,61421,3615,5503,63,3868,160000,42.3752641583,-71.1457925309
42428,48904,60652,3557,3558,89,812,160000,42.3752670678,-71.1418302113
17418,44741,89226,1634,3478,13,3490,160000,42.3752724,-71.1457284
36119,61059,53846,1867,4054,223,2832,160000,42.3752753,-71.1418832
17800,46523,89304,1445,3393,14,1521,160000,42.3752815166,-71.1456574618
17793,45499,90267,1803,2895,46,1697,160000,42.3752867507,-71.1455926855
33288,64524,54679,1135,5126,142,1106,160000,42.3752879119,-71.1419643742
25921,63371,61726,1494,5048,16,2424,160000,42.375298,-71.1454863
25837,64057,62201,1508,4683,39,1675,160000,42.3753011014,-71.145456971
18698,74754,58465,955,4278,177,2673,160000,42.3753087559,-71.1420985371
72370,52909,19880,4815,9479,15,532,160000,42.3753102,-71.1453521
71164,53127,18336,5318,11577,24,454,160000,42.3753103701,-71.1453502287
17897,74912,58474,992,4376,255,3094,160000,42.3753190604,-71.1421392141
64758,47050,26269,4654,16221,21,1027,160000,42.3753194328,-71.145215573
67864,47333,23942,5186,14493,11,1171,160000,42.3753196,-71.1452131
72567,46962,22488,5327,10151,215,2290,160000,42.3753245033,-71.1450761629
72239,43690,23672,6215,11591,147,2446,160000,42.3753286655,-71.1450790461
61145,47713,28276,9569,11721,50,1526,160000,42.3753294065,-71.1449392259
23889,66326,58117,1664,4930,193,4881,160000,42.3753296,-71.1422327
61772,45508,33544,8589,8949,63,1575,160000,42.3753343098,-71.1448022888
22991,64839,59945,1792,5945,215,4273,160000,42.3753343403,-71.1422747427
68828,31330,51148,382,7405,40,867,160000,42.3753379,-71.144702
68656,31516,51031,323,7356,37,1081,160000,42.3753392131,-71.1446653517
74007,31290,49061,255,4807,25,555,160000,42.3753426859,-71.1445650553
76778,30559,46317,273,5477,20,576,160000,42.3753462,-71.1444645
77035,30569,46314,278,5225,17,562,160000,42.3753474718,-71.1444281106
23162,75534,51275,2174,5127,93,2635,160000,42.3753496201,-71.1424102713
65223,35612,47033,1508,9890,67,667,160000,42.3753509923,-71.1443275557
68413,35108,45091,879,9717,98,694,160000,42.3753557847,-71.1441906114
68177,36555,44682,372,9577,28,609,160000,42.375360577,-71.1440536671
25330,75976,51594,661,5235,61,1143,160000,42.3753616039,-71.1425103506
37659,75596,36911,288,8035,7,1504,160000,42.3753649,-71.1425458
65151,40553,44541,1078,8122,24,531,160000,42.3753653694,-71.1439167227
72975,36004,42457,277,7688,25,574,160000,42.3753701617,-71.1437797784
31441,26699,93393,1000,4041,28,3398,160000,42.3753713,-71.1437472
36478,76441,37307,299,8329,37,1109,160000,42.3753742519,-71.1426463753
72230,33578,37709,4538,10350,212,1383,160000,42.3753749541,-71.143642834
71878,48756,25242,3745,7931,110,2338,160000,42.3753762481,-71.1436102658
51253,41065,50372,7335,6020,102,3853,160000,42.3753811963,-71.1434733316
48142,57953,41718,1149,7711,94,3233,160000,42.3753861251,-71.1427539908
51490,40808,58031,2175,4774,22,2700,160000,42.3753861444,-71.1433363973
53643,41862,51878,2720,6036,569,3292,160000,42.3753869,-71.1427824
54356,43653,51461,2417,5170,547,2396,160000,42.3753898626,-71.1428909954
46650,52326,48633,3309,6677,39,2366,160000,42.3753907,-71.1432103
47328,53271,47233,3751,6202,76,2139,160000,42.3753910925,-71.1431994631
61776,39407,46098,902,6989,291,4537,160000,42.3753928805,-71.1430732338
61317,43155,43416,685,6855,438,4134,160000,42.3753936,-71.143028
49056,41902,50184,5883,5042,121,7812,160000,42.3753950609,-71.1429361676
80226,45764,18095,540,12392,9,2974,160000,42.3698257366,-71.1124619792
75164,17515,61834,1190,2594,20,1683,160000,42.3698646314,-71.1125885533
64389,46755,25463,2176,19178,9,2030,160000,42.3699035261,-71.1127151276
58250,33778,52619,846,8269,18,6220,160000,42.3699424209,-71.1128417019
45192,34959,64807,2751,6458,3,5830,160000,42.3699813157,-71.1129682763
29631,19823,104647,1849,2069,25,1956,160000,42.3700202105,-71.1130948508
31993,62081,51993,2686,6425,28,4794,160000,42.3700591052,-71.1132214254
71875,33483,47720,778,5865,34,245,160000,42.3700614168,-71.1132437468
54386,46993,44581,2882,8016,23,3119,160000,42.370098,-71.113348
54256,47093,43636,3877,8424,17,2697,160000,42.3701048751,-71.1133675717
61927,45099,30817,6892,14515,24,726,160000,42.3701483334,-71.1134913967
54788,33918,65078,423,3378,18,2397,160000,42.3701917917,-71.1136152218
50610,31048,71725,1176,3959,161,1321,160000,42.3702352501,-71.113739047
70098,45836,23571,4024,14703,25,1743,160000,42.3702787084,-71.1138628723
63793,60938,21862,4156,8357,107,787,160000,42.3703221667,-71.1139866977
76169,57943,13660,1660,10199,30,339,160000,42.370365625,-71.1141105231
54692,55465,38542,1583,7141,53,2524,160000,42.3704090834,-71.1142343487
66731,59142,22671,1226,8003,125,2102,160000,42.3704525417,-71.1143581743
54838,73454,22972,706,7554,37,439,160000,42.370482259,-71.1144446204
34716,87436,27926,1572,6581,58,1711,160000,42.370496,-71.114482
80332,53166,17851,1043,4019,44,3545,160000,42.3705273825,-71.1145673501
57836,35433,63961,101,1476,43,1150,160000,42.370572506,-71.1146900799
84345,58962,9876,301,1755,8,4753,160000,42.3706176295,-71.1148128098
69939,42254,44050,74,2346,6,1331,160000,42.370662753,-71.1149355398
70690,19159,66452,193,2005,21,1480,160000,42.3707078765,-71.1150582699
56911,45899,44353,400,2404,23,10010,160000,42.3707290788,-71.1151147729
53876,47967,52493,385,3646,17,1616,160000,42.370753,-71.115181
75597,60511,16714,1249,3179,12,2738,160000,42.3707735689,-71.1152379259
58773,70367,20955,3904,5389,95,517,160000,42.3708180591,-71.1153610791
45246,68382,36919,900,5572,68,2913,160000,42.3708625492,-71.1154842324
60858,43604,47193,705,4663,21,2956,160000,42.3709070394,-71.1156073857
53585,84516,16064,269,3133,48,2385,160000,42.3709515295,-71.1157305392
88216,57826,8404,508,3040,2,2004,160000,42.3709960197,-71.1158536927
73491,8657,75243,436,605,46,1522,160000,42.3710405098,-71.1159768463
50695,14760,91045,351,1476,31,1642,160000,42.3710717315,-71.1160613145
80132,36045,34106,772,8381,22,542,160000,42.371085,-71.1161
43773,81156,23083,992,10348,19,629,160000,42.37111439,-71.1161856499
29121,84185,34784,1382,8748,33,1747,160000,42.3711570486,-71.1163099854
37584,37661,78456,1091,1774,60,3374,160000,42.3711997072,-71.1164343209
44281,50156,62276,413,870,54,1950,160000,42.3712423657,-71.1165586566
46140,76666,35276,103,1005,30,780,160000,42.3712850243,-71.1166829923
38489,83786,32125,472,4128,33,967,160000,42.3713276829,-71.1168073281
53862,70735,18621,4485,7846,7,4444,160000,42.3713703414,-71.116931664
53906,70011,19081,4455,8887,9,3651,160000,42.3713777375,-71.1169602266
56319,54024,40120,1248,6319,43,1927,160000,42.371413,-71.117056
57539,53394,40355,1314,5671,8,1719,160000,42.3714229146,-71.117082922
75050,55493,21856,964,3482,13,3142,160000,42.3714680917,-71.1172056174
59386,11718,86674,59,1274,12,877,160000,42.3715132688,-71.1173283129
57159,28494,69845,220,1509,22,2751,160000,42.3715584458,-71.1174510085
50891,35441,65764,769,1729,28,5378,160000,42.3716036229,-71.1175737042
48217,22552,83008,353,2062,52,3756,160000,42.3716156824,-71.1176088509
52265,42346,59279,222,3095,32,2761,160000,42.3716488,-71.1176964
52337,42322,59824,253,2604,30,2630,160000,42.3716618412,-71.1177308754
82028,39238,31792,470,4639,41,1792,160000,42.371690135,-71.1178058417
82265,38726,32228,402,4623,57,1699,160000,42.371708,-71.1178529
101185,36083,15443,593,5331,24,1341,160000,42.371736428,-71.1179277732
77134,52261,19270,1148,9075,12,1100,160000,42.371782721,-71.1180497048
63940,67693,19453,440,6813,27,1634,160000,42.371829014,-71.1181716364
66108,46105,37844,572,8045,44,1282,160000,42.371875307,-71.1182935682
76817,64326,12865,437,3340,14,2201,160000,42.371885062,-71.1183071909
71751,49617,28952,1121,5129,52,3378,160000,42.3719216,-71.1184155
71402,50870,28683,989,4640,17,3399,160000,42.371927131,-71.1184318954
67271,72600,11512,1160,6708,15,734,160000,42.3719353629,-71.1184561953
