redcount,greencount,bluecount,samecount,redgreen,redblue,greenblue,total,lat,lng
28417,87358,25071,7359,10119,167,1509,160000,42.3541651638,-71.1114229313
112522,13587,30207,329,2583,31,741,160000,42.3541721058,-71.0809705021
107735,17596,31343,297,2185,62,782,160000,42.3541736392,-71.0810071502
114081,13163,29178,461,2348,43,726,160000,42.3541892736,-71.0809245736
53134,40662,31585,20048,14087,12,472,160000,42.3541925085,-71.1019229462
114031,13004,29361,609,2188,46,761,160000,42.3541926,-71.0809175
49980,85570,20153,784,1967,452,1094,160000,42.3542047,-71.1170215
42565,85379,27629,1011,1614,386,1416,160000,42.3542171388,-71.1170343701
53134,40662,31585,20048,14087,12,472,160000,42.3542335324,-71.1017976407
116943,7620,32813,450,1482,265,427,160000,42.3542436472,-71.0808089472
116780,7985,32614,434,1508,229,450,160000,42.3542471924,-71.0808020624
30456,73495,44491,1777,5927,119,3735,160000,42.3542485276,-71.1115007627
30906,73456,44585,1876,5209,134,3834,160000,42.3542581,-71.1115097
49516,40887,34564,20596,13503,146,788,160000,42.3542745564,-71.1016723351
108820,17974,28456,720,2938,85,1007,160000,42.3543017847,-71.0806866247
49516,40887,34564,20596,13503,146,788,160000,42.3543155803,-71.1015470295
33269,73530,38277,6857,3703,180,4184,160000,42.3543203,-71.1115676
32480,74761,38371,7230,3411,203,3544,160000,42.3543318914,-71.1115785942
32490,74092,38032,7435,3046,220,4685,160000,42.3543415435,-71.1115873749
111564,14428,29524,667,3051,214,552,160000,42.3543563771,-71.080571187
43412,46639,36686,19345,12872,17,1029,160000,42.3543566043,-71.1014217237
41089,80760,33114,925,2600,353,1159,160000,42.3543780291,-71.1172009019
43412,46639,36686,19345,12872,17,1029,160000,42.3543976282,-71.1012964179
108361,27416,19026,588,3576,86,947,160000,42.3544109694,-71.0804557491
43181,46184,39544,19462,10960,50,619,160000,42.3544386521,-71.101171112
34380,82111,40945,175,1177,383,829,160000,42.3544584743,-71.117284168
111499,27237,16533,354,3456,39,882,160000,42.3544655618,-71.0803403111
88463,14584,50730,1255,3860,11,1097,160000,42.3544796761,-71.1010458061
42865,76426,30504,3612,5508,20,1065,160000,42.3544834619,-71.1117300345
44273,76781,27945,3689,6326,43,943,160000,42.3544998,-71.1117463
103930,32206,20418,629,1962,21,834,160000,42.3545086,-71.0802493
45526,40560,40782,18280,14139,12,701,160000,42.3545134567,-71.100941654
106401,30969,19336,329,2034,10,921,160000,42.3545201541,-71.080224873
47195,38282,38128,21925,13568,8,894,160000,42.3545207,-71.1009205
36006,81639,35335,1641,2854,346,2179,160000,42.3545389194,-71.1173674342
94411,31619,30244,294,2463,1,968,160000,42.3545416,-71.0801586
94173,32052,30099,402,2538,0,736,160000,42.3545533365,-71.0801263423
45526,40560,40782,18280,14139,12,701,160000,42.3545560378,-71.1008173028
35667,76445,30489,9388,5738,156,2117,160000,42.3545650429,-71.111811252
111349,18727,23017,1559,5028,80,240,160000,42.3545672,-71.0800852
110995,19041,23384,1372,4767,63,378,160000,42.3545848277,-71.0800346579
114785,16375,21370,2089,4922,136,323,160000,42.3545959,-71.0799945
46166,35865,50522,16189,9380,847,1031,160000,42.3545986189,-71.1006929514
108034,34777,10977,740,4722,31,719,160000,42.3546070663,-71.0799592114
41139,39204,49502,17713,10560,740,1142,160000,42.3546158984,-71.1006769189
41032,68579,44429,747,3123,1063,1027,160000,42.3546193646,-71.1174507005
90626,30360,34382,1230,2855,4,543,160000,42.3546274399,-71.0798642623
29951,100438,21876,500,5829,5,1401,160000,42.3546412,-71.1005686
27300,97829,27163,489,5069,4,2146,160000,42.3546464238,-71.1005462393
95650,28743,32324,849,1779,57,598,160000,42.3546589799,-71.0797340246
30057,73637,36718,8314,8268,248,2758,160000,42.3546767,-71.1119845
32701,96645,25601,152,3163,0,1738,160000,42.3546769492,-71.1004155596
95650,28743,32324,849,1779,57,598,160000,42.3546905198,-71.0796037868
124224,7235,25298,563,1819,419,442,160000,42.3546972,-71.0795762
56636,62811,34625,540,2245,511,2632,160000,42.3546998097,-71.1175339669
65635,33874,42301,10101,7365,279,445,160000,42.3547074746,-71.1002848798
124137,6647,25826,468,1928,640,354,160000,42.3547220598,-71.0794735489
657,120270,36694,107,327,0,1945,160000,42.3547316159,-71.1001995857
124224,7235,25298,563,1819,419,442,160000,42.3547329449,-71.0794479665
21217,71588,42501,11719,8293,109,4573,160000,42.3547343,-71.1120824
1994,135320,19593,174,938,3,1978,160000,42.354738,-71.1001542
20631,71077,42726,13510,7615,94,4347,160000,42.3547397838,-71.1120917206
62862,30390,45037,9976,10412,897,426,160000,42.3547505697,-71.1000649541
103640,19741,31144,1031,3585,447,412,160000,42.3547686898,-71.079319733
6701,125205,23669,109,2744,4,1568,160000,42.3547695235,-71.0999303225
41534,73961,38101,932,2645,497,2330,160000,42.3547767581,-71.1176569302
45123,72535,35427,937,3219,704,2055,160000,42.3547802549,-71.1176172334
49562,25827,63209,10231,9188,748,1235,160000,42.3547884773,-71.0997956908
28850,73149,27300,17018,11527,263,1893,160000,42.3547999415,-71.1121867715
95070,16646,45032,509,2221,92,430,160000,42.3548044346,-71.0791914994
1266,122895,34017,172,626,0,1024,160000,42.3548074311,-71.0996610591
60660,23225,54140,13278,7369,564,764,160000,42.3548263848,-71.0995264274
94697,17236,44773,448,2307,112,427,160000,42.3548395,-71.0790657
95070,16646,45032,509,2221,92,430,160000,42.3548401795,-71.0790632657
38434,99199,17831,409,3271,92,764,160000,42.3548453386,-71.0993917956
45709,61048,45723,1313,3013,311,2883,160000,42.3548607,-71.1177005
46392,34342,50433,16635,10953,383,862,160000,42.3548642924,-71.0992571638
51885,57549,42779,1779,3167,308,2533,160000,42.3548713212,-71.1177060114
102582,29586,21218,1164,4520,209,721,160000,42.3548745889,-71.0789371349
31186,97163,26614,177,3872,5,983,160000,42.3548832462,-71.0991225319
92421,23544,20936,14019,7618,842,620,160000,42.3548850541,-71.0990619754
89481,22632,24578,14844,7453,682,330,160000,42.3549022,-71.0989879
95012,41539,15627,1276,5680,170,696,160000,42.3549096779,-71.0788085698
31922,50346,38706,20930,17191,10,895,160000,42.3549143976,-71.098740465
31559,67430,39569,9519,8885,441,2597,160000,42.3549148,-71.1123694
31658,68678,40617,8378,7287,372,3010,160000,42.3549312245,-71.1123955148
38879,53432,36960,14834,15154,9,732,160000,42.3549329,-71.0986717
52034,40721,37767,15530,12950,81,917,160000,42.3549436518,-71.0986018311
95012,41539,15627,1276,5680,170,696,160000,42.3549447668,-71.0786800046
33273,51338,37666,21612,15186,3,922,160000,42.3549456,-71.0988004
38879,53432,36960,14834,15154,9,732,160000,42.3549463053,-71.0988075475
47739,40535,38918,17911,13933,56,908,160000,42.3549490488,-71.0986116825
29534,61494,62246,1343,1978,353,3052,160000,42.3549658843,-71.1177550927
31460,61333,42573,12208,6635,41,5750,160000,42.3549764942,-71.1124780916
95012,41539,15627,1276,5680,170,696,160000,42.3549798558,-71.0785514393
47739,40535,38918,17911,13933,56,908,160000,42.3549837,-71.0984829
52034,40721,37767,15530,12950,81,917,160000,42.3549858079,-71.0984772141
114997,21423,16737,514,5337,622,370,160000,42.3550149447,-71.0784228739
33079,88957,23373,4190,7798,59,2544,160000,42.3550381884,-71.1125867834
114997,21423,16737,514,5337,622,370,160000,42.3550500336,-71.0782943085
46786,80623,26024,2525,2640,255,1147,160000,42.3550604475,-71.117804174
63126,31178,43300,13377,7997,62,960,160000,42.3550701201,-71.0982279799
114997,21423,16737,514,5337,622,370,160000,42.3550851226,-71.078165743
40906,94937,13841,2465,7000,0,851,160000,42.3550998827,-71.1126954752
43275,36301,53485,16462,10042,17,418,160000,42.3551122762,-71.0981033626
114989,21030,16720,554,5584,726,397,160000,42.3551144823,-71.0780556342
114989,21030,16720,554,5584,726,397,160000,42.3551489646,-71.0779267684
43275,36301,53485,16462,10042,17,418,160000,42.3551544323,-71.0979787453
32552,75025,42795,3090,3243,166,3129,160000,42.3551550106,-71.1178532554
41980,97298,12855,2966,3660,26,1215,160000,42.3551615769,-71.1128041671
43496,33467,55736,15075,10622,168,1436,160000,42.3551965884,-71.0978541279
107438,32727,13352,373,5282,132,696,160000,42.3552179293,-71.0776690365
42787,81698,15272,5689,13252,178,1124,160000,42.3552232711,-71.1129128592
107610,32660,13308,258,5364,111,689,160000,42.3552322,-71.0776157
18503,117577,17534,579,3541,0,2266,160000,42.3552387444,-71.0977295104
38265,68033,47297,1082,2184,514,2625,160000,42.3552495737,-71.1179023368
107438,32727,13352,373,5282,132,696,160000,42.3552524116,-71.0775401705
33281,80865,18889,9296,16271,307,1091,160000,42.3552603,-71.1129781
95752,34421,23755,337,5038,58,639,160000,42.3552673628,-71.0774871711
95368,36253,22489,264,5013,39,574,160000,42.355276,-71.0774556
56651,38359,40482,15454,8282,185,587,160000,42.3552809005,-71.0976048928
32406,83644,17994,9929,14766,297,964,160000,42.3552849653,-71.1130215514
95752,34421,23755,337,5038,58,639,160000,42.3553025257,-71.0773586421
95368,36253,22489,264,5013,39,574,160000,42.3553041283,-71.0773239376
95320,34731,23634,362,5169,71,713,160000,42.3553067,-71.0773119
75502,13673,68133,1227,1073,15,377,160000,42.3553230566,-71.0974802751
31590,49062,71786,834,4653,9,2066,160000,42.3553322566,-71.0771922751
30656,78531,24622,10179,14252,424,1336,160000,42.3553323145,-71.1130744697
32205,46795,73793,562,4277,26,2342,160000,42.3553430277,-71.0771839656
41387,68820,40964,3215,3367,333,1914,160000,42.3553441369,-71.1179514184
62672,46900,18450,17756,13729,15,478,160000,42.3553652127,-71.0973556574
32205,46795,73793,562,4277,26,2342,160000,42.3553793554,-71.0770560311
40456,62195,50910,1871,2086,450,2032,160000,42.3553861126,-71.1179835282
32187,47436,72570,834,4237,35,2701,160000,42.3553897,-71.0770196
30656,78531,24622,10179,14252,424,1336,160000,42.3554043291,-71.1131708395
22261,82881,23266,12582,15681,31,3298,160000,42.3554073688,-71.0972310396
101464,37979,12720,1143,6139,63,492,160000,42.3554156832,-71.0769280965
101472,37944,12240,1904,5879,54,507,160000,42.3554253609,-71.0768913223
38248,81632,16885,8159,12394,42,2640,160000,42.3554315,-71.1132072
42737,63037,49286,853,2193,397,1497,160000,42.3554387,-71.1180005
60286,42044,17213,18686,20488,0,1283,160000,42.3554495249,-71.0971064216
101472,37944,12240,1904,5879,54,507,160000,42.3554610219,-71.0767630446
40536,81196,16141,8051,12343,44,1689,160000,42.3554763436,-71.1132672094
39162,78679,36004,892,2383,244,2636,160000,42.3554846301,-71.1180153225
54712,69259,14904,6376,12764,4,1981,160000,42.3554916809,-71.0969818036
98252,46624,8513,951,4812,82,766,160000,42.3554966828,-71.0766347668
40778,83768,23430,5043,6345,85,551,160000,42.3555067849,-71.113298879
98252,46624,8513,951,4812,82,766,160000,42.3555323437,-71.0765064889
91044,46050,16493,1580,3834,148,851,160000,42.3555680046,-71.0763782109
77262,37580,42010,124,2588,16,420,160000,42.3555759931,-71.0967325674
49253,79103,24044,2518,3805,78,1199,160000,42.3555820697,-71.1133905581
29928,84593,38115,2130,3348,556,1330,160000,42.3555831476,-71.1180471168
86818,53924,12932,1844,3873,101,508,160000,42.3556036656,-71.0762499329
59761,26801,45266,16705,10521,241,705,160000,42.3556181492,-71.0966079491
86691,46553,19762,2004,4323,37,630,160000,42.3556393265,-71.0761216547
52302,79995,18348,1831,5781,44,1699,160000,42.3556409,-71.1134622
52982,79590,18718,1856,5175,29,1650,160000,42.3556573546,-71.1134822374
59761,26801,45266,16705,10521,241,705,160000,42.3556603053,-71.0964833308
86917,47595,18447,2052,4322,29,638,160000,42.3556695,-71.0760131
86691,46553,19762,2004,4323,37,630,160000,42.3556749874,-71.0759933766
68214,46520,41078,178,3647,14,349,160000,42.3557024614,-71.0963587124
86510,46456,21742,1001,3219,72,1000,160000,42.3557097837,-71.0758873526
58186,71739,23616,1510,3894,128,927,160000,42.3557134206,-71.1135578728
71217,20256,47646,12836,7200,359,486,160000,42.3557446175,-71.0962340939
87167,46642,20356,1010,3662,44,1119,160000,42.3557493,-71.075764
86510,46456,21742,1001,3219,72,1000,160000,42.3557500674,-71.075761605
42108,83189,19939,6269,6227,321,1947,160000,42.3557801825,-71.1181107055
54093,78686,20836,2324,2160,367,1534,160000,42.3557859413,-71.1136535456
69940,27668,59516,172,2166,229,309,160000,42.3557867735,-71.0961094753
83073,22890,48267,389,3855,314,1212,160000,42.3557966462,-71.0756428424
54731,75322,21839,2154,4046,780,1128,160000,42.3558066,-71.1136808
83124,21159,49706,294,4046,490,1181,160000,42.3558078,-71.0756143
42777,41459,46413,18136,10394,7,814,160000,42.3558289296,-71.0959848566
83073,22890,48267,389,3855,314,1212,160000,42.3558439923,-71.0755216848
55583,73129,22769,1562,5141,623,1193,160000,42.3558584619,-71.1137492186
83124,21159,49706,294,4046,490,1181,160000,42.3558623211,-71.0754987978
54341,71827,28554,1306,2415,385,1172,160000,42.3558680687,-71.1181417052
6035,104881,42273,643,2052,0,4116,160000,42.3558710857,-71.0958602379
48754,65429,40148,1923,2163,250,1333,160000,42.3558770739,-71.1137792341
54168,66712,33776,1572,2400,212,1160,160000,42.3558787,-71.1181425
93440,43173,17644,520,4529,16,678,160000,42.3559057,-71.0754069
77326,18435,45663,10264,7078,499,735,160000,42.3559132418,-71.0957356191
93048,42787,17764,664,5039,25,673,160000,42.3559168422,-71.0753832955
48754,65429,40148,1923,2163,250,1333,160000,42.3559475478,-71.1138776683
17785,112497,14856,5310,6262,1,3289,160000,42.3559553979,-71.0956110001
52411,43111,54044,2044,2925,91,5374,160000,42.3559691949,-71.1181492642
93440,43173,17644,520,4529,16,678,160000,42.3559693258,-71.0753002653
72786,53505,23416,3195,6398,270,430,160000,42.3559727,-71.1139128
66408,57853,21554,1986,11242,288,669,160000,42.3560180217,-71.1139761026
95030,45306,13509,1034,4422,93,606,160000,42.3560329516,-71.0751936305
68745,59893,21159,1742,7219,333,909,160000,42.3560358944,-71.1140199036
19856,102077,30603,1173,4292,0,1999,160000,42.3560397101,-71.095361762
94693,43359,15204,1047,5033,89,575,160000,42.3560526,-71.0751607
53757,53260,42029,3430,3980,39,3505,160000,42.3560703212,-71.1181568231
63021,75234,10649,1367,9035,102,592,160000,42.3560733,-71.1140833
62438,24072,49536,14143,9086,376,349,160000,42.3560818661,-71.0952371429
95030,45306,13509,1034,4422,93,606,160000,42.3560965774,-71.0750869955
59075,82718,9626,915,7043,101,522,160000,42.3560990887,-71.1141270074
62438,24072,49536,14143,9086,376,349,160000,42.3561240222,-71.0951125236
55356,86409,9821,614,7031,46,723,160000,42.3561364,-71.1141842
58571,83322,9060,1063,7377,81,526,160000,42.3561387267,-71.1141879204
159931,0,0,0,69,0,0,160000,42.3561547,-71.0750037
60975,33983,37136,16005,11402,8,491,160000,42.3561661783,-71.0949879043
55721,84603,8543,2667,7354,39,1073,160000,42.3561714475,-71.1181643821
159931,0,0,0,69,0,0,160000,42.3561864201,-71.0749549238
48626,73263,29689,971,5948,5,1498,160000,42.3562083344,-71.0948632849
64589,70462,16654,736,6807,43,709,160000,42.3562140556,-71.1142721845
159931,0,0,0,69,0,0,160000,42.3562189,-71.0749108
159931,0,0,0,69,0,0,160000,42.3562238782,-71.0749035964
67625,65831,18963,842,5814,116,809,160000,42.3562394,-71.1143009
57507,30531,43414,17279,10327,212,730,160000,42.3562504905,-71.0947386654
53142,86308,12703,1491,5222,153,981,160000,42.3562725737,-71.118171941
67830,65511,18876,709,6138,155,781,160000,42.3562917111,-71.114360169
52829,90084,10415,747,4396,61,1468,160000,42.3562920065,-71.1182036595
33363,103181,15863,793,5011,0,1789,160000,42.3562926466,-71.0946140458
45836,87712,12422,303,13209,137,381,160000,42.356296,-71.1143656
159931,0,0,0,69,0,0,160000,42.3562993071,-71.0748274642
159931,0,0,0,69,0,0,160000,42.3563095,-71.0748169
45913,87717,11819,221,13808,144,378,160000,42.3563167706,-71.1143893431
51342,31168,58479,10224,7926,247,614,160000,42.3563348026,-71.0944894261
41442,93471,16499,1115,4497,32,2944,160000,42.3563737,-71.1181795
40923,89201,14322,585,14433,64,472,160000,42.3563749423,-71.1144514621
25608,100915,27126,294,3850,0,2207,160000,42.3563769587,-71.0943648064
159931,0,0,0,69,0,0,160000,42.3563797142,-71.0747441283
39837,92897,17690,2316,4357,98,2805,160000,42.3563909543,-71.1181744137
159931,0,0,0,69,0,0,160000,42.3563941086,-71.0747415659
58323,20946,61901,8797,7046,687,2300,160000,42.3564191148,-71.0942401865
56928,93566,1680,1162,6469,12,183,160000,42.3564538847,-71.1145373243
11251,129132,14709,398,2170,1,2339,160000,42.3564612709,-71.0941155666
159931,0,0,0,69,0,0,160000,42.3564655,-71.074678
159931,0,0,0,69,0,0,160000,42.3564787173,-71.0746662316
58426,81686,11886,289,5993,44,1676,160000,42.3565002,-71.1145877
14852,107617,29660,451,3261,0,4159,160000,42.3565455831,-71.0938663265
159931,0,0,0,69,0,0,160000,42.3565518951,-71.0746064751
30693,98215,24894,900,4149,4,1145,160000,42.3565877392,-71.0937417063
56683,66968,24962,679,5003,28,5677,160000,42.3565888497,-71.1181159219
159931,0,0,0,69,0,0,160000,42.3565939,-71.0745717
52906,29267,55123,11914,9066,645,1079,160000,42.3566298952,-71.0936170861
159931,0,0,0,69,0,0,160000,42.3566382903,-71.0745349501
54138,93830,5835,239,5023,26,909,160000,42.3566663861,-71.1147444256
64919,52518,36182,1350,4449,112,470,160000,42.3566720513,-71.0934924657
159931,0,0,0,69,0,0,160000,42.3566840876,-71.0745093345
64922,58862,25020,741,6419,131,3905,160000,42.3566877975,-71.1180866759
68328,49683,35978,648,4681,342,340,160000,42.3567142074,-71.0933678453
49240,88612,11416,1278,8068,9,1377,160000,42.3567233,-71.1147981
43185,75427,32647,1220,5004,182,2335,160000,42.3567494791,-71.1148227885
57888,51690,43884,772,4541,921,304,160000,42.3567563635,-71.0932432248
159931,0,0,0,69,0,0,160000,42.3567742752,-71.0744469688
60983,55108,28921,1049,8591,27,5321,160000,42.3567867452,-71.1180574299
159931,0,0,0,69,0,0,160000,42.3567965,-71.0744316
69174,48757,34912,391,5932,523,311,160000,42.3567985196,-71.0931186042
43910,74074,33354,1933,4814,177,1738,160000,42.3568053143,-71.1148785171
51161,63496,37212,3024,4312,69,726,160000,42.356826,-71.1148988
5873,121487,26971,167,2506,0,2996,160000,42.3568406757,-71.0929939835
159931,0,0,0,69,0,0,160000,42.3568644628,-71.0743846031
12478,117262,14364,7267,7346,10,1273,160000,42.3568828317,-71.0928693628
159931,0,0,0,69,0,0,160000,42.3568870629,-71.0743702383
49790,62105,38462,3676,4921,67,979,160000,42.3568873287,-71.1149589344
21882,92222,30135,6942,6310,9,2500,160000,42.3569249878,-71.0927447419
54975,45283,19400,20232,19341,28,741,160000,42.3569671439,-71.092620121
159931,0,0,0,69,0,0,160000,42.3569776259,-71.0743088766
43865,99871,6629,539,7993,59,1044,160000,42.3569846407,-71.1179989378
65741,69841,16816,1782,5093,103,624,160000,42.3569976,-71.1150415
77436,23236,50689,3612,1624,6,3397,160000,42.3570028603,-71.0925153015
77188,22983,50862,3657,1680,0,3630,160000,42.3570093,-71.0924955
77436,23236,50689,3612,1624,6,3397,160000,42.3570442587,-71.0923902161
159931,0,0,0,69,0,0,160000,42.3570681888,-71.0742475148
27136,107089,14888,2081,7003,285,1518,160000,42.3570835884,-71.1179696916
78278,25550,50877,688,3985,18,604,160000,42.3570856571,-71.0922651307
49944,75581,12019,13743,7656,176,881,160000,42.3570876314,-71.115104278
159931,0,0,0,69,0,0,160000,42.3570933,-71.0742305
67714,29777,56296,883,4740,40,550,160000,42.3571270555,-71.0921400452
159931,0,0,0,69,0,0,160000,42.3571587517,-71.0741861529
67659,27969,57938,2383,3502,72,477,160000,42.3571684539,-71.0920149595
47251,87065,15781,3393,5618,411,481,160000,42.3571776627,-71.1151670562
35844,92224,20632,718,6011,241,4330,160000,42.3571825362,-71.1179404454
159931,0,0,0,69,0,0,160000,42.3571849991,-71.07417231
159931,0,0,0,69,0,0,160000,42.3571899,-71.0741692
69359,41840,42387,2030,3873,48,463,160000,42.3572098523,-71.0918898739
53866,86009,14190,335,4899,209,492,160000,42.3572229,-71.1151986
159931,0,0,0,69,0,0,160000,42.3572374,-71.0741435
74099,48720,30676,489,5456,106,454,160000,42.3572512508,-71.0917647881
50208,87729,14570,707,6019,223,544,160000,42.3572676941,-71.1152298344
159931,0,0,0,69,0,0,160000,42.3572766981,-71.0741141199
53889,71878,17817,3240,7613,186,5377,160000,42.3572814839,-71.1179111992
159931,0,0,0,69,0,0,160000,42.3572839425,-71.074118318
67348,34702,52129,537,5054,83,147,160000,42.3572926492,-71.0916397022
159931,0,0,0,69,0,0,160000,42.3573332117,-71.0740990719
63859,24035,66773,786,4246,116,185,160000,42.3573340476,-71.0915146163
159931,0,0,0,69,0,0,160000,42.3573476,-71.0740924
52251,71135,23900,1937,5974,82,4721,160000,42.3573804317,-71.1178819529
62507,74728,12782,679,8761,123,420,160000,42.3574097179,-71.1153045521
62625,34661,56776,1971,3651,76,240,160000,42.3574168444,-71.0912644442
