53418,57272,42231,1948,4636,35,460,160000,42.3558742158,-71.0971865059
69310,42762,44769,185,2600,19,355,160000,42.355874592,-71.0962765917
69526,42684,44859,147,2438,35,311,160000,42.3558800858,-71.0962623378
62929,45099,44137,1081,1285,170,5299,160000,42.3559066,-71.0961838
18098,120482,3658,8731,8547,4,480,160000,42.3559164781,-71.1137140001
67880,49315,33540,2501,5871,28,865,160000,42.3559172368,-71.0970624295
24812,89646,27905,5795,8676,0,3166,160000,42.3559221717,-71.0961376754
43110,42018,45374,17768,10860,16,854,160000,42.3559486576,-71.0960591202
71159,60365,12467,6828,8546,24,611,160000,42.3559602579,-71.0969383531
11938,134134,6718,1296,4951,5,958,160000,42.3559607,-71.1137824
11144,135420,6446,1827,4222,2,939,160000,42.3559831672,-71.1138171502
5837,105163,41947,422,2033,0,4598,160000,42.3559907152,-71.0959344403
67345,55744,25322,3265,6321,51,1952,160000,42.3560032789,-71.0968142766
68224,55797,24980,3295,5752,34,1918,160000,42.3560040502,-71.0968122119
11304,132498,7255,4673,4043,20,207,160000,42.3560295255,-71.1138829475
12256,140742,2780,101,3232,1,888,160000,42.3560327728,-71.0958097603
71373,59779,16051,3348,7398,37,2014,160000,42.3560463,-71.0966902
71719,60080,15809,3794,6773,28,1797,160000,42.3560470251,-71.096688106
72317,59868,15901,3793,6500,24,1597,160000,42.3560675425,-71.0966296765
17734,112804,14586,5321,6243,0,3312,160000,42.3560748304,-71.0956850802
18652,112446,14548,5029,6127,1,3197,160000,42.356087,-71.095649
19082,116731,8647,5984,8786,5,765,160000,42.356098351,-71.1139834951
59994,66090,19366,2265,6291,51,5943,160000,42.35609,-71.096564
46468,76439,23450,1713,4729,19,7182,160000,42.3561100793,-71.0965052944
24902,95275,29906,1527,5928,0,2462,160000,42.356116888,-71.0955604001
16784,121841,10106,1967,7902,9,1391,160000,42.3561193,-71.1140141
41562,39847,49041,17049,11517,195,789,160000,42.3561286823,-71.0955240893
83636,14120,52420,5709,3409,455,251,160000,42.3561526161,-71.0963809122
27425,99687,14434,10116,6852,17,1469,160000,42.3561671765,-71.1140840429
14119,123706,17193,349,2840,2,1791,160000,42.3561703647,-71.0953991784
27174,99585,12433,11843,6727,8,2230,160000,42.3561909095,-71.1141110221
64317,82437,3751,505,8550,2,438,160000,42.3561951529,-71.0962565299
25213,118650,8879,693,5344,3,1218,160000,42.356212047,-71.0952742675
84986,60631,6500,1339,6005,28,511,160000,42.3562376897,-71.0961321476
31815,105124,16470,336,5038,23,1194,160000,42.3562537294,-71.0951493565
16948,102597,11430,18892,9765,13,355,160000,42.3562625191,-71.1142079442
15316,103518,9643,20381,10673,19,450,160000,42.3562715,-71.1142201
79096,71020,1153,1761,6751,2,217,160000,42.3562802264,-71.0960077651
44954,78167,24258,5527,5421,16,1657,160000,42.3562954117,-71.0950244455
35537,56076,51300,328,16130,12,617,160000,42.3563219,-71.1142838
66904,82017,3907,455,6265,2,450,160000,42.3563227632,-71.0958833826
66407,82273,3784,575,6190,4,767,160000,42.356328746,-71.0958688363
