redcount,greencount,bluecount,samecount,redgreen,redblue,greenblue,total,lat,lng
87327,26711,29335,2638,13527,11,451,160000,42.3936882,-71.1261406
54447,56002,37054,4074,6598,26,1799,160000,42.390378,-71.127643
47194,33170,68846,2089,5983,235,2483,160000,42.3904792097,-71.1276378773
77023,24579,47117,4377,5949,243,712,160000,42.3905804194,-71.1276327545
52952,23869,72746,3372,5883,66,1112,160000,42.3906816292,-71.1276276318
72224,12676,69906,842,3344,66,942,160000,42.3907828389,-71.127622509
47986,14002,93183,504,2802,0,1523,160000,42.3908840486,-71.1276173862
28099,9349,119468,465,1324,25,1270,160000,42.3909852583,-71.1276122634
31435,8170,118153,411,926,19,886,160000,42.3910864681,-71.1276071407
31157,8335,118409,298,906,4,891,160000,42.391109,-71.127606
73781,10992,71554,351,2241,20,1061,160000,42.3911876778,-71.1276020179
73272,11371,71515,397,1871,8,1566,160000,42.3912102729,-71.1276043241
54693,50322,44023,4559,5164,8,1231,160000,42.3913115457,-71.1276026482
50786,51249,45140,4979,5881,1,1964,160000,42.3914128186,-71.1276009723
45162,49008,50607,6082,6681,3,2457,160000,42.3915140914,-71.1275992964
45875,47842,50751,6850,5769,14,2899,160000,42.391532,-71.127599
52930,30791,66673,2979,6005,13,609,160000,42.391569,-71.127598
53376,32728,65944,3156,4227,31,538,160000,42.3916153643,-71.1275976205
54037,30755,66867,2868,4801,14,658,160000,42.3916332602,-71.1275962632
42433,28075,85129,648,2992,37,686,160000,42.3916702538,-71.1275948543
44451,41295,67911,1037,4812,24,470,160000,42.3917715075,-71.1275917085
46126,40702,62644,2576,5712,21,2219,160000,42.3918727613,-71.1275885628
42886,36820,60229,3779,13441,27,2818,160000,42.3919740151,-71.1275854171
47930,32680,63240,4392,9179,7,2572,160000,42.3920752688,-71.1275822713
48322,35358,61737,4021,8291,26,2245,160000,42.392084,-71.127582
33198,34164,78832,4336,8106,16,1348,160000,42.3921765226,-71.1275791256
34794,32111,79124,5134,7268,34,1535,160000,42.3921851805,-71.1275759096
43749,65853,38034,3044,8046,27,1247,160000,42.392286361,-71.1275698191
38807,57335,50724,4971,6216,15,1932,160000,42.3923875415,-71.1275637287
30712,44419,74369,4525,5241,58,676,160000,42.3924887219,-71.1275576382
58594,57234,30334,5812,7515,73,438,160000,42.3925899024,-71.1275515477
107376,23721,22725,1296,4463,81,338,160000,42.392594557,-71.1275525322
45073,67566,38527,4762,2734,240,1098,160000,42.3926910829,-71.1275454572
32485,84113,37914,1396,2396,112,1584,160000,42.3926927047,-71.1275186882
26707,49420,78785,1025,2319,172,1572,160000,42.3927908523,-71.1274848441
29304,56174,69044,1219,1506,1255,1498,160000,42.3928498264,-71.12751525
31211,37057,85868,1201,3185,151,1327,160000,42.392889,-71.127451
31392,45585,77656,1919,2445,151,852,160000,42.3929143167,-71.1274095084
35474,35096,84322,1450,2116,104,1438,160000,42.3929788069,-71.1273037666
39164,32279,81696,2338,3280,198,1045,160000,42.3930432972,-71.1271980247
66449,32235,51446,3785,5332,340,413,160000,42.3931077875,-71.1270922827
32409,57987,63282,1555,3522,712,533,160000,42.3931722778,-71.1269865406
40649,45005,68279,692,4159,544,672,160000,42.3932367681,-71.1268807984
45030,58152,51879,348,2968,929,694,160000,42.3933012583,-71.1267750561
41469,55277,54983,1354,3433,3202,282,160000,42.3933657486,-71.1266693137
61092,65772,20773,5047,6120,234,962,160000,42.3934302389,-71.1265635712
71640,55612,18944,4990,8043,81,690,160000,42.3934947292,-71.1264578286
71499,37450,38065,4159,7242,103,1482,160000,42.3935592194,-71.1263520858
64375,38934,39125,4221,12127,27,1191,160000,42.3936237097,-71.126246343
104301,23006,25837,698,5880,1,277,160000,42.3936882,-71.1261406
57148,49476,47480,930,3546,87,1333,160000,42.3561256,-71.1099886
29443,68273,56836,661,3876,114,797,160000,42.3562060013,-71.1099052541
34577,67117,53785,107,3863,190,361,160000,42.3562864026,-71.1098219081
17900,92175,45565,198,2859,711,592,160000,42.3563668039,-71.109738562
25582,84068,45733,217,3551,503,346,160000,42.3564472052,-71.1096552157
60642,73026,20825,1079,3261,837,330,160000,42.3565276065,-71.1095718694
64771,67062,21882,594,5145,209,337,160000,42.3566080078,-71.109488523
42254,69764,43404,143,3758,309,368,160000,42.3566884091,-71.1094051764
56246,73458,24184,654,4259,692,507,160000,42.3567688104,-71.1093218298
53754,47189,47961,2402,7787,95,812,160000,42.3568492117,-71.109238483
53754,47189,47961,2402,7787,95,812,160000,42.356929613,-71.1091551362
72995,44650,37757,178,3161,438,821,160000,42.3561256,-71.1099886
23480,69665,61207,601,4036,109,902,160000,42.3562060013,-71.1099052541
21895,45473,87559,401,3639,253,780,160000,42.3562864026,-71.1098219081
23512,41264,91461,361,1821,734,847,160000,42.3563668039,-71.109738562
19854,41450,94213,770,1933,440,1340,160000,42.3564472052,-71.1096552157
52090,55300,44578,2101,4376,314,1241,160000,42.3565276065,-71.1095718694
52747,48823,51101,1515,4107,159,1548,160000,42.3566080078,-71.109488523
38591,31451,84207,1164,3110,63,1414,160000,42.3566884091,-71.1094051764
47943,38896,64473,1646,5823,129,1090,160000,42.3567688104,-71.1093218298
19501,47388,87933,341,3951,53,833,160000,42.3568492117,-71.109238483
19501,47388,87933,341,3951,53,833,160000,42.356929613,-71.1091551362
43847,64069,45754,1158,4081,12,1079,160000,42.3744242222,-71.1263844908
26508,45095,77680,3841,5495,120,1261,160000,42.3744492325,-71.1264146565
22767,69149,58967,3099,3609,230,2179,160000,42.3745255,-71.1263835
23196,69953,60181,2436,2524,118,1592,160000,42.3745461937,-71.1263750472
36280,47264,68795,370,5648,94,1549,160000,42.374643155,-71.1263354379
17851,55289,81522,652,2964,100,1622,160000,42.3747401162,-71.1262958285
53134,30573,68099,2867,4056,187,1084,160000,42.3748370775,-71.1262562191
48363,60965,40285,4167,4205,249,1766,160000,42.3749340387,-71.1262166096
39079,46322,63311,4317,5535,83,1353,160000,42.3749931326,-71.1261942924
40708,46327,62293,4439,4760,92,1381,160000,42.375031,-71.126177
52303,63232,36176,899,5379,69,1942,160000,42.3750890995,-71.1261504694
45832,28308,82169,478,2475,123,615,160000,42.3751850663,-71.1261066463
41784,25032,87090,2128,2479,230,1257,160000,42.3752810332,-71.1260628232
42222,25213,86297,2398,2333,193,1344,160000,42.3752918676,-71.126056837
31102,34099,88659,2334,2088,127,1591,160000,42.375377,-71.126019
31104,33492,89333,2637,1733,201,1500,160000,42.3753880941,-71.1260140698
25018,56996,73777,1252,1410,359,1188,160000,42.3754843206,-71.1259713024
35829,40562,74282,3233,4596,56,1442,160000,42.3755805471,-71.125928535
35417,45203,67488,3284,6620,111,1877,160000,42.3756767735,-71.1258857675
34789,45047,68122,3586,6627,113,1716,160000,42.3757474738,-71.1258540042
52216,41382,56216,1737,6050,99,2300,160000,42.375773,-71.125843
44612,56693,48322,1138,6072,45,3118,160000,42.3758439791,-71.1258124035
74209,31625,46798,1653,4848,96,771,160000,42.3759404843,-71.1257708027
48457,28231,76863,1453,2918,297,1781,160000,42.3760369895,-71.1257292019
74912,30966,44943,2752,4531,28,1868,160000,42.3761334948,-71.125687601
84485,36364,34952,841,2712,113,533,160000,42.37623,-71.125646
67117,41799,45969,776,3200,31,1108,160000,42.3744242222,-71.1263844908
25929,38661,88236,3095,2510,254,1315,160000,42.3744492325,-71.1264146565
30901,66997,55408,1493,3074,44,2083,160000,42.3745255,-71.1263835
44643,54449,53931,2335,3027,123,1492,160000,42.3745461937,-71.1263750472
49936,82465,18426,1972,5479,84,1638,160000,42.374643155,-71.1263354379
50311,54574,50325,304,2511,76,1899,160000,42.3747401162,-71.1262958285
44887,58667,47775,633,3358,100,4580,160000,42.3748370775,-71.1262562191
48109,64075,39444,619,2005,18,5730,160000,42.3749340387,-71.1262166096
34788,80746,35547,623,3784,76,4436,160000,42.3749931326,-71.1261942924
32298,82839,36207,399,3846,90,4321,160000,42.375031,-71.126177
56478,79641,17990,1679,3879,144,189,160000,42.3750890995,-71.1261504694
40349,77795,37190,682,3042,502,440,160000,42.3751850663,-71.1261066463
29595,73635,52962,542,2166,544,556,160000,42.3752810332,-71.1260628232
29593,73565,52886,773,2222,480,481,160000,42.3752918676,-71.126056837
24711,58478,71039,2134,2548,146,944,160000,42.375377,-71.126019
23626,58302,71585,2633,2746,128,980,160000,42.3753880941,-71.1260140698
21910,73288,59018,1617,1814,130,2223,160000,42.3754843206,-71.1259713024
27261,36492,89121,1857,3016,284,1969,160000,42.3755805471,-71.125928535
34583,85869,25982,3247,7423,16,2880,160000,42.3756767735,-71.1258857675
33482,87884,25097,3088,7716,16,2717,160000,42.3757474738,-71.1258540042
46923,74592,31367,895,5050,178,995,160000,42.375773,-71.125843
26435,77605,47733,724,3552,137,3814,160000,42.3758439791,-71.1258124035
57030,71173,25241,1722,4088,99,647,160000,42.3759404843,-71.1257708027
70462,50232,29734,4219,4563,64,726,160000,42.3760369895,-71.1257292019
48596,74490,28853,246,7371,33,411,160000,42.3761334948,-71.125687601
74086,45279,31204,757,8124,35,515,160000,42.37623,-71.125646
36642,58308,52210,6397,3254,178,3011,160000,42.381928,-71.142526
39337,62748,48098,3621,4895,238,1063,160000,42.3819512542,-71.1423925508
35612,76492,41447,1171,4080,240,958,160000,42.3819745085,-71.1422591015
49488,64990,33969,3810,6597,517,629,160000,42.3819977627,-71.1421256522
52230,58178,35935,7991,4984,216,466,160000,42.382021017,-71.1419922028
19490,75079,56116,3800,4731,78,706,160000,42.3820442712,-71.1418587533
23367,55529,76583,1148,1779,218,1376,160000,42.3820675255,-71.1417253039
75698,34194,44895,1197,1865,1616,535,160000,42.381928,-71.142526
47238,60199,42666,3230,5566,141,960,160000,42.3819512542,-71.1423925508
63029,39915,45790,3745,6449,129,943,160000,42.3819745085,-71.1422591015
61434,53383,32754,4633,6530,117,1149,160000,42.3819977627,-71.1421256522
61313,51088,43050,796,3245,242,266,160000,42.382021017,-71.1419922028
23253,65482,65531,2245,2728,77,684,160000,42.3820442712,-71.1418587533
34772,39241,78823,1661,1876,2843,784,160000,42.3820675255,-71.1417253039
17342,66327,67332,1761,3616,21,3601,160000,42.3935461776,-71.1171146305
44005,53538,50021,4246,7216,48,926,160000,42.3935937421,-71.1172357043
29950,55146,65864,3030,4782,234,994,160000,42.3936413066,-71.1173567781
40832,58634,48458,5827,5215,112,922,160000,42.3936888711,-71.1174778519
39708,50316,59504,3451,3978,38,3005,160000,42.3937364355,-71.1175989259
41492,49390,58036,3410,4166,36,3470,160000,42.3937504106,-71.1176375719
64042,40872,45942,2364,5179,62,1539,160000,42.393784,-71.11772
23821,58616,72197,1857,1873,52,1584,160000,42.3937993422,-71.117757643
6869,91141,59109,475,857,0,1549,160000,42.3938482738,-71.1178777142
7727,83426,65574,590,1412,36,1235,160000,42.3938972053,-71.1179977855
33724,64767,48959,4969,4966,43,2572,160000,42.3939461369,-71.1181178569
47622,50090,49710,4042,5345,93,3098,160000,42.3939950684,-71.1182379284
94831,18682,40373,1055,2909,747,1403,160000,42.394017005,-71.1182918722
95147,18302,40582,933,3028,691,1317,160000,42.394044,-71.118358
127656,11960,13160,604,4189,739,1692,160000,42.3940660041,-71.1184118932
65777,48407,32270,3734,7537,282,1993,160000,42.3941150033,-71.1185319144
106099,13001,35059,670,3575,174,1422,160000,42.3941640025,-71.1186519357
83506,14384,57286,1117,1593,78,2036,160000,42.3942130017,-71.118771957
97185,32018,22158,674,3222,232,4511,160000,42.3942620008,-71.1188919785
97404,31560,21775,789,3344,237,4891,160000,42.3942818869,-71.1189383167
84934,30698,35405,393,2070,4,6496,160000,42.394311,-71.119012
95588,7390,53203,877,1115,989,838,160000,42.3943296651,-71.1190592374
97663,26269,27945,1373,4568,267,1915,160000,42.3943774434,-71.1191801582
97663,26269,27945,1373,4568,267,1915,160000,42.3944252217,-71.119301079
93931,19045,38620,1769,5128,411,1096,160000,42.3944506968,-71.119374153
108559,12050,31686,1505,4918,197,1085,160000,42.394473,-71.119422
108464,13849,30190,1905,4537,54,1001,160000,42.3945047574,-71.1194901222
145635,3914,7976,426,1569,129,351,160000,42.3945588181,-71.1196060915
69663,23860,59134,2219,3103,213,1808,160000,42.3946128787,-71.1197220609
75318,7422,74386,549,758,628,939,160000,42.3946669394,-71.1198380304
11032,57895,66824,11000,4705,38,8506,160000,42.394721,-71.119954
30877,52615,72573,549,1755,39,1592,160000,42.3935461776,-71.1171146305
23338,63482,64040,3121,3792,593,1634,160000,42.3935937421,-71.1172357043
37530,64257,47788,4270,5262,73,820,160000,42.3936413066,-71.1173567781
35240,54015,60857,3542,3727,59,2560,160000,42.3936888711,-71.1174778519
27324,51936,72615,2028,4076,21,2000,160000,42.3937364355,-71.1175989259
27183,52208,72506,2149,3964,6,1984,160000,42.3937504106,-71.1176375719
37538,55030,57851,1173,5596,6,2806,160000,42.393784,-71.11772
42391,52963,53726,2853,5732,46,2289,160000,42.3937993422,-71.117757643
47376,33518,71975,1742,4145,60,1184,160000,42.3938482738,-71.1178777142
34928,45312,73328,1506,3649,26,1251,160000,42.3938972053,-71.1179977855
49739,35571,64995,1890,3627,96,4082,160000,42.3939461369,-71.1181178569
51177,35325,58080,1804,5541,81,7992,160000,42.3939950684,-71.1182379284
132679,10569,13778,297,2094,69,514,160000,42.394017005,-71.1182918722
132698,10166,13975,280,2280,81,520,160000,42.394044,-71.118358
126558,10339,19925,338,1849,151,840,160000,42.3940660041,-71.1184118932
92492,24608,36391,865,4547,385,712,160000,42.3941150033,-71.1185319144
119724,10097,25366,369,3604,298,542,160000,42.3941640025,-71.1186519357
113131,14662,25413,713,4754,753,574,160000,42.3942130017,-71.118771957
94035,22681,36840,1396,3521,754,773,160000,42.3942620008,-71.1188919785
94142,22394,36451,1357,4084,776,796,160000,42.3942818869,-71.1189383167
83925,41296,26020,3669,4335,37,718,160000,42.394311,-71.119012
85987,28865,40026,437,3012,248,1425,160000,42.3943296651,-71.1190592374
113831,25096,16724,304,2721,217,1107,160000,42.3943774434,-71.1191801582
113831,25096,16724,304,2721,217,1107,160000,42.3944252217,-71.119301079
110466,15693,29516,706,2434,217,968,160000,42.3944506968,-71.119374153
118840,15046,22417,204,1571,6,1916,160000,42.394473,-71.119422
119205,14982,21533,212,1969,16,2083,160000,42.3945047574,-71.1194901222
116948,25803,11946,422,3173,76,1632,160000,42.3945588181,-71.1196060915
94016,36979,21178,1548,4630,236,1413,160000,42.3946128787,-71.1197220609
97986,27115,30311,892,2589,470,637,160000,42.3946669394,-71.1198380304
35037,38083,72548,6844,4170,98,3220,160000,42.394721,-71.119954
89175,27858,35589,1342,5296,24,716,160000,42.3607667,-71.085387
51537,38162,52140,1965,15290,8,898,160000,42.3608674345,-71.0853727878
74219,33601,39838,3673,7684,75,910,160000,42.360968169,-71.0853585756
91745,6266,60226,90,773,241,659,160000,42.3610689035,-71.0853443634
73323,9373,75538,265,725,81,695,160000,42.361169638,-71.0853301511
50546,16247,90883,307,1248,90,679,160000,42.3612703725,-71.0853159388
68686,38097,42949,768,8743,255,502,160000,42.361371107,-71.0853017265
60298,46708,44217,1100,4869,425,2383,160000,42.3614718415,-71.0852875142
62099,42644,48083,884,5259,205,826,160000,42.361572576,-71.0852733018
53956,51443,48252,1330,4452,169,398,160000,42.3616733105,-71.0852590894
58052,44485,47950,652,8070,104,687,160000,42.361774045,-71.085244877
51703,48808,49628,922,7987,90,862,160000,42.3618747795,-71.0852306646
41288,61933,44771,1036,7789,28,3155,160000,42.361975514,-71.0852164522
77605,38011,34626,642,8317,9,790,160000,42.3620762485,-71.0852022397
89066,10075,57166,565,1987,33,1108,160000,42.362176983,-71.0851880272
52374,14845,90187,344,985,32,1233,160000,42.3622777175,-71.0851738147
72271,44230,28984,4851,4059,29,5576,160000,42.362378452,-71.0851596022
40376,73900,31187,5218,6624,14,2681,160000,42.3607667,-71.085387
38354,52846,56689,885,9818,33,1375,160000,42.3608674345,-71.0853727878
33904,57429,54951,597,10012,10,3097,160000,42.360968169,-71.0853585756
42389,56285,52017,294,8735,13,267,160000,42.3610689035,-71.0853443634
24631,21258,110162,507,3086,80,276,160000,42.361169638,-71.0853301511
33183,20643,101089,653,3923,18,491,160000,42.3612703725,-71.0853159388
55416,41261,57314,246,5460,29,274,160000,42.361371107,-71.0853017265
45038,46883,58216,1171,7937,18,737,160000,42.3614718415,-71.0852875142
40725,47127,62011,1149,7326,20,1642,160000,42.361572576,-71.0852733018
30272,59254,60373,511,8073,22,1495,160000,42.3616733105,-71.0852590894
30618,61020,59130,296,6709,23,2204,160000,42.361774045,-71.085244877
37386,60990,55010,586,4000,23,2005,160000,42.3618747795,-71.0852306646
47459,53097,51758,405,3917,20,3344,160000,42.361975514,-71.0852164522
66301,56399,27986,310,7003,12,1989,160000,42.3620762485,-71.0852022397
48898,52300,51805,393,1776,77,4751,160000,42.362176983,-71.0851880272
50651,37072,67273,287,1740,29,2948,160000,42.3622777175,-71.0851738147
52398,78165,17402,2014,5950,62,4009,160000,42.362378452,-71.0851596022
31082,66912,44260,5031,11803,107,805,160000,42.385572,-71.134758
25568,48729,71728,5415,3048,34,5478,160000,42.3856674868,-71.1347122884
37119,54867,42953,10449,7244,62,7306,160000,42.3857629736,-71.1346665767
39926,70601,35294,5150,6635,156,2238,160000,42.385854,-71.134623
38616,72705,34788,6956,5291,112,1532,160000,42.3858584605,-71.1346208649
32868,67386,48773,4214,4980,60,1719,160000,42.3859467245,-71.1345678407
32891,71446,46429,5223,3152,119,740,160000,42.3860394489,-71.1345126813
30289,65725,53804,4241,4785,89,1067,160000,42.3861321734,-71.1344575218
56693,69209,19754,5833,7568,76,867,160000,42.3862248978,-71.1344023623
38976,40553,72820,1249,4684,665,1053,160000,42.3863176223,-71.1343472026
38976,40553,72820,1249,4684,665,1053,160000,42.3864103468,-71.1342920429
47683,54945,40772,6770,8955,20,855,160000,42.385572,-71.134758
54720,42937,51190,4909,5447,64,733,160000,42.3856674868,-71.1347122884
64642,43063,43605,2172,4955,6,1557,160000,42.3857629736,-71.1346665767
46759,50876,52794,3657,4565,4,1345,160000,42.385854,-71.134623
47991,48606,52804,4595,3998,17,1989,160000,42.3858584605,-71.1346208649
38678,63993,45763,6034,3191,78,2263,160000,42.3859467245,-71.1345678407
32508,49419,66776,5593,3434,59,2211,160000,42.3860394489,-71.1345126813
40407,43253,67784,3363,3819,141,1233,160000,42.3861321734,-71.1344575218
31414,42706,73891,5316,5237,49,1387,160000,42.3862248978,-71.1344023623
35215,44656,75222,521,3095,102,1189,160000,42.3863176223,-71.1343472026
35215,44656,75222,521,3095,102,1189,160000,42.3864103468,-71.1342920429
58589,44829,42011,2918,9743,25,1885,160000,42.3935792972,-71.0924537851
94434,13338,46466,968,4482,4,308,160000,42.3936353547,-71.0925680012
86789,23948,41638,696,6156,8,765,160000,42.3936914123,-71.0926822174
83111,28948,42129,901,3258,20,1633,160000,42.3937474698,-71.0927964337
73861,33854,45651,1155,4392,41,1046,160000,42.3938035274,-71.0929106501
47896,37441,67227,1416,4584,63,1373,160000,42.3938595849,-71.0930248667
45968,34292,73096,1007,4153,49,1435,160000,42.3939156425,-71.0931390833
46161,34266,73048,1045,3913,81,1486,160000,42.3939194538,-71.0931486587
59311,66495,19498,1852,9221,18,3605,160000,42.3939717,-71.0932533
59054,65986,20173,1653,9742,21,3371,160000,42.3939761953,-71.0932622545
63009,58407,30014,1104,6398,27,1041,160000,42.3940329367,-71.0933758505
53389,56958,40043,1595,5954,50,2011,160000,42.3940896782,-71.0934894466
53517,35494,65535,890,3658,159,747,160000,42.3941464196,-71.0936030428
55569,50035,40882,2925,9363,63,1163,160000,42.3942031611,-71.093716639
59616,24387,71365,752,3028,82,770,160000,42.3942599025,-71.0938302354
78092,36361,33414,2431,7269,21,2412,160000,42.394316644,-71.0939438319
52842,70339,30832,745,4550,11,681,160000,42.3943733854,-71.0940574285
56307,32085,65853,905,3818,38,994,160000,42.3944301269,-71.0941710252
65990,61744,23513,1432,6525,11,785,160000,42.3944868684,-71.094284622
48156,46495,57306,982,6204,44,813,160000,42.3945436098,-71.0943982189
68615,26041,59468,1307,3853,36,680,160000,42.3946003513,-71.0945118159
86673,30789,37224,665,4193,28,428,160000,42.3946570927,-71.094625413
77477,36215,40186,765,4850,35,472,160000,42.3947138342,-71.0947390102
64421,34975,51095,1415,6813,49,1232,160000,42.3947705756,-71.0948526075
59125,44499,46555,1197,7837,17,770,160000,42.3948273171,-71.0949662049
38593,49408,64066,825,6505,22,581,160000,42.3948840585,-71.0950798024
39916,48942,63447,941,6000,17,737,160000,42.394909223,-71.0951296139
61923,36495,54809,459,4666,7,1641,160000,42.3949408,-71.0951934
60997,36371,55426,706,5007,3,1490,160000,42.3949656197,-71.0952435259
67120,51462,33296,533,5923,0,1666,160000,42.3950220164,-71.095357438
34360,69614,45919,1293,7652,0,1162,160000,42.3950784131,-71.0954713502
15925,38350,97842,1056,3686,22,3119,160000,42.3951348099,-71.0955852625
51910,27998,67441,2195,7892,44,2520,160000,42.3951912066,-71.0956991749
44102,42406,64258,2827,5481,62,864,160000,42.3952476033,-71.0958130874
43991,42053,64317,2832,5609,75,1123,160000,42.3952538,-71.0958373651
67169,35205,48125,1125,7140,32,1204,160000,42.395304,-71.095927
68958,37275,43330,969,8293,68,1107,160000,42.395315,-71.0959466373
68808,30251,49129,1168,6660,32,3952,160000,42.3953762,-71.0960559096
45369,16764,90813,1274,3928,62,1790,160000,42.3954374,-71.0961651821
75423,38822,39261,364,5304,172,654,160000,42.3954986,-71.0962744546
46902,34245,70363,1976,5293,60,1161,160000,42.3955598,-71.0963837272
83751,25724,43992,1553,4056,43,881,160000,42.3956149689,-71.0964826731
83586,24658,44953,1442,4418,50,893,160000,42.395621,-71.096493
65155,33713,53094,2382,4731,210,715,160000,42.3956778074,-71.0965902273
73995,31758,43092,5681,4845,29,600,160000,42.3957406459,-71.0966977817
73052,30819,47563,2902,4757,64,843,160000,42.3958034844,-71.0968053361
93141,34395,23930,1362,6513,14,645,160000,42.395866323,-71.0969128906
63596,31240,56024,3141,4598,118,1283,160000,42.3959291615,-71.0970204453
63757,31454,55615,3135,4639,111,1289,160000,42.3959363619,-71.0970352853
60343,37058,54083,2241,5758,98,419,160000,42.395992,-71.097128
