redcount,greencount,bluecount,samecount,redgreen,redblue,greenblue,total,lat,lng
49665,22585,80930,868,3155,24,2773,160000,42.3920279359,-71.1575838732
47939,13782,93401,952,2760,44,1122,160000,42.3921262478,-71.157616831
50029,16563,87757,2170,2612,33,836,160000,42.3922245598,-71.1576497889
48729,16370,88071,2830,2845,30,1125,160000,42.392258,-71.157661
44919,20671,89851,314,2034,22,2189,160000,42.3923228717,-71.1576827469
44152,20810,90650,347,2131,17,1893,160000,42.3923568002,-71.1576911624
46070,19866,89897,478,2658,50,981,160000,42.3924556005,-71.1577213249
60529,15052,80225,530,2647,17,1000,160000,42.3925544007,-71.1577514874
59077,29844,63278,1220,4437,26,2118,160000,42.392653201,-71.15778165
55535,19342,78998,316,2656,5,3148,160000,42.392674,-71.157788
56156,18095,80696,374,2241,10,2428,160000,42.3927520012,-71.1578118126
47164,19964,87524,543,2552,19,2234,160000,42.392773167,-71.1578158688
55647,20066,79242,823,1936,22,2264,160000,42.392872334,-71.1578437376
29677,20102,105428,433,2104,10,2246,160000,42.392971501,-71.1578716065
84577,7902,65678,178,1172,6,487,160000,42.393070668,-71.1578994755
84691,7563,65915,152,1109,12,558,160000,42.393101,-71.157908
15571,60792,66412,9402,6745,11,1067,160000,42.393169835,-71.1579273444
16927,60506,65493,9416,6526,8,1124,160000,42.3931998907,-71.1579376143
17943,64139,71405,3125,2519,55,814,160000,42.393288,-71.157964
17004,63487,72999,2697,2978,40,795,160000,42.3932987814,-71.1579672286
86665,25968,40798,781,4992,36,760,160000,42.393386024,-71.1579984951
54608,14905,85070,406,3511,17,1483,160000,42.393484048,-71.1580329903
53119,18753,82646,448,3321,15,1698,160000,42.393582072,-71.1580674855
65828,30776,55662,706,6336,8,684,160000,42.393629,-71.158084
66273,31110,55594,629,5888,13,493,160000,42.393680096,-71.1581019808
74923,29731,43483,859,9877,25,1102,160000,42.393727567,-71.1581155313
57776,53690,40706,383,6895,1,549,160000,42.3938261339,-71.1581470627
50238,38955,59969,727,9297,28,786,160000,42.3939247009,-71.1581785942
59820,26784,65251,392,7032,275,446,160000,42.3940232679,-71.1582101257
59708,26635,65166,415,7355,293,428,160000,42.394026,-71.158211
79126,14854,61940,628,2938,44,470,160000,42.3941218348,-71.1582416572
79084,14665,62146,679,2937,42,447,160000,42.3941245637,-71.15824255
84747,11029,58463,206,4809,124,622,160000,42.3942231275,-71.1582741001
92767,10251,51599,342,4617,51,373,160000,42.3943216912,-71.1583056502
110882,8273,36673,113,3736,1,322,160000,42.394420255,-71.1583372004
81637,12677,60589,74,4285,3,735,160000,42.3945188187,-71.1583687506
46857,30522,70814,4095,4518,10,3184,160000,42.366696,-71.096912
46516,30352,78575,994,2500,29,1034,160000,42.3667885078,-71.096856195
57234,27982,68722,1078,3604,74,1306,160000,42.3668810157,-71.0968003899
43614,26489,83846,1121,2720,48,2162,160000,42.3669735235,-71.0967445847
33734,59422,60567,664,3914,67,1632,160000,42.3670660313,-71.0966887794
42353,42012,70714,582,3229,116,994,160000,42.3671585391,-71.096632974
36007,49833,66604,724,5611,94,1127,160000,42.367251047,-71.0965771686
35850,44429,73339,528,5019,29,806,160000,42.3673435548,-71.096521363
51930,46649,51262,877,7290,110,1882,160000,42.3674360626,-71.0964655574
62784,57322,30131,918,6645,85,2115,160000,42.3675285704,-71.0964097517
49546,37168,62545,2246,4556,82,3857,160000,42.366696,-71.096912
32386,30579,89759,2229,4542,45,460,160000,42.3667885078,-71.096856195
42752,28891,81597,1801,3871,219,869,160000,42.3668810157,-71.0968003899
42134,46191,64533,1316,1573,35,4218,160000,42.3669735235,-71.0967445847
30071,45543,79425,516,3135,22,1288,160000,42.3670660313,-71.0966887794
33484,53207,70477,127,1768,11,926,160000,42.3671585391,-71.096632974
35522,60202,61219,628,1669,192,568,160000,42.367251047,-71.0965771686
42969,31252,82212,360,2257,358,592,160000,42.3673435548,-71.096521363
60957,36569,57515,796,3409,32,722,160000,42.3674360626,-71.0964655574
83513,53710,17672,687,3640,42,736,160000,42.3675285704,-71.0964097517
