redcount,greencount,bluecount,samecount,redgreen,redblue,greenblue,total,lat,lng
39719,45237,65010,1967,3922,135,4010,160000,42.3610465987,-71.0993675443
43520,38582,71961,883,3361,142,1551,160000,42.3611092975,-71.0994751887
39015,38805,74581,573,5926,44,1056,160000,42.3611719962,-71.0995828332
48678,31319,72376,1138,5038,38,1413,160000,42.3612346949,-71.0996904779
34705,51922,65261,1649,4327,7,2129,160000,42.3612973936,-71.0997981226
56633,17804,75696,1444,7156,64,1203,160000,42.3613600924,-71.0999057674
59477,18079,79479,547,880,117,1421,160000,42.3614227911,-71.1000134124
72766,21066,58799,1434,996,45,4894,160000,42.3614854898,-71.1001210575
59633,48518,44485,1116,1923,29,4296,160000,42.3615481885,-71.1002287026
43595,34249,76070,1862,2426,237,1561,160000,42.3616108873,-71.1003363479
43369,34754,76039,2011,2180,258,1389,160000,42.3616147449,-71.100343409
48123,32220,70474,4187,2997,237,1762,160000,42.3616772899,-71.1004512181
38727,33474,79937,2656,3422,56,1728,160000,42.3617398348,-71.1005590273
35363,45710,67887,2749,4573,21,3697,160000,42.3618023798,-71.1006668367
66601,50816,34729,2133,4363,20,1338,160000,42.3618649247,-71.1007746461
72525,29525,45351,665,11105,52,777,160000,42.3618717505,-71.1007864153
19926,58564,75132,1001,2150,77,3150,160000,42.3619103866,-71.1008534326
28421,51476,69423,4132,2937,67,3544,160000,42.3619274697,-71.1008824556
28170,59400,70530,241,991,78,590,160000,42.3619741244,-71.100959955
32681,52619,71600,144,2282,116,558,160000,42.3620378622,-71.1010664774
32165,52287,72275,131,2452,227,463,160000,42.3620732048,-71.1011208676
24379,66214,65805,592,1710,52,1248,160000,42.3621004578,-71.101177147
45224,61076,45375,352,2029,9,5935,160000,42.3621647863,-71.1012830174
61620,57926,34397,886,3713,2,1456,160000,42.3622291147,-71.1013888879
46510,61065,47278,157,2154,18,2818,160000,42.3622934431,-71.1014947585
46510,61065,47278,157,2154,18,2818,160000,42.3623577716,-71.1016006292
46369,61100,47180,175,2230,17,2929,160000,42.3624126549,-71.1016909526
44374,44130,67556,278,2326,80,1256,160000,42.3624769899,-71.1017968162
44374,44130,67556,278,2326,80,1256,160000,42.3625413249,-71.1019026799
46335,50132,61162,148,1307,117,799,160000,42.3626056599,-71.1020085437
37762,56401,62732,157,2056,153,739,160000,42.3626699949,-71.1021144076
47162,55845,53454,278,2581,258,422,160000,42.36273433,-71.1022202716
68317,42047,40307,2414,5838,11,1066,160000,42.362798665,-71.1023261358
68825,41840,40128,2714,5589,22,882,160000,42.3628182297,-71.10235778
44733,43677,55913,7689,5030,65,2893,160000,42.3628822889,-71.1024639501
37999,58016,56785,756,2931,50,3463,160000,42.3629463482,-71.1025701204
56114,73098,22738,888,6250,89,823,160000,42.3630104074,-71.1026762907
63104,45094,40480,1092,7010,21,3199,160000,42.3630744667,-71.1027824611
55293,31880,61149,3148,5063,39,3428,160000,42.3631385259,-71.1028886317
40998,43466,62442,3238,6455,40,3361,160000,42.3632025852,-71.1029948024
24796,46450,76218,5174,5005,60,2297,160000,42.3632666445,-71.1031009731
42472,51504,59621,511,4465,47,1380,160000,42.3633307037,-71.103207144
45791,51856,52106,3606,4553,362,1726,160000,42.363394763,-71.103313315
43632,45024,65075,1751,3315,83,1120,160000,42.3634588222,-71.1034194861
69402,37877,47231,605,4165,75,645,160000,42.3635228815,-71.1035256573
66761,37231,42590,5341,6117,27,1933,160000,42.3635869407,-71.1036318286
66466,36812,43432,4987,6068,62,2173,160000,42.363622113,-71.1036913027
42328,22572,86840,485,6077,42,1656,160000,42.3636871304,-71.1037964019
42717,31186,73369,2075,9305,35,1313,160000,42.3637521478,-71.1039015013
46943,43271,58214,1192,8620,30,1730,160000,42.3638171652,-71.1040066007
46060,57373,41471,2221,10833,30,2012,160000,42.3638821826,-71.1041117003
38053,35346,79728,1020,3265,49,2539,160000,42.3639269237,-71.1041840072
26863,46676,77990,1578,4942,4,1947,160000,42.3639919322,-71.1042891171
10804,68829,66705,1530,5274,6,6852,160000,42.3640569407,-71.1043942271
20025,68611,62502,1164,5226,33,2439,160000,42.3641219492,-71.1044993372
24392,77922,50099,1631,4521,28,1407,160000,42.3641869576,-71.1046044474
37579,43849,72023,862,4571,187,929,160000,42.3642519661,-71.1047095577
77588,14345,64197,526,3003,26,315,160000,42.3643169746,-71.1048146681
84825,22377,48151,1352,2976,18,301,160000,42.3643819831,-71.1049197786
62331,52975,32514,1252,8139,20,2769,160000,42.3644469915,-71.1050248893
62382,53558,31762,1114,8596,47,2541,160000,42.3644592205,-71.1050361774
31871,36882,81837,328,3229,29,5824,160000,42.3645205748,-71.1051452375
64038,17281,72660,1531,3456,73,961,160000,42.364581929,-71.1052542976
73543,22986,56689,1172,4246,25,1339,160000,42.3646432832,-71.1053633579
86638,16010,51048,1807,2568,166,1763,160000,42.3647046374,-71.1054724183
78389,20199,55841,779,2861,20,1911,160000,42.3647659916,-71.1055814787
63049,16756,76047,706,1870,33,1539,160000,42.3648273458,-71.1056905393
82292,31734,26553,9458,8963,191,809,160000,42.3648854167,-71.1057943811
81792,32887,24071,10086,9330,199,1635,160000,42.3648887,-71.1057996
44838,52661,37935,11475,6188,30,6873,160000,42.3649510875,-71.1058987357
24320,79987,32709,11884,7235,21,3844,160000,42.3650167583,-71.1060030903
22672,70086,43810,9508,7533,22,6369,160000,42.3650824292,-71.1061074451
76913,20321,55926,2221,3587,11,1021,160000,42.3651274463,-71.1061758199
78034,19779,56007,1726,3640,19,795,160000,42.3651481,-71.1062118
19890,23738,106088,1944,4686,30,3624,160000,42.3651895847,-71.1062840648
46390,54813,47946,1254,6821,35,2741,160000,42.3652517231,-71.1063923098
39240,60183,51652,553,3290,35,5047,160000,42.3653138616,-71.1065005548
26530,87293,32944,4432,6097,58,2646,160000,42.3653727637,-71.1066032912
56670,34907,61067,1122,5364,182,688,160000,42.3654360285,-71.1067103347
56604,33523,63345,1499,4358,124,547,160000,42.3654992932,-71.1068173783
50052,32780,71653,1365,2163,84,1903,160000,42.365562558,-71.106924422
31788,29264,93722,686,1663,139,2738,160000,42.3656258228,-71.1070314658
54393,31838,67798,1037,3082,92,1760,160000,42.3656890875,-71.1071385098
63107,28740,62542,1019,2606,119,1867,160000,42.3657523523,-71.1072455538
74824,31247,50048,528,1662,166,1525,160000,42.3658156171,-71.1073525979
42165,59916,41578,4541,3412,304,8084,160000,42.3658788818,-71.1074596422
56947,56216,37240,2352,3965,39,3241,160000,42.3659421466,-71.1075666865
28918,63392,59752,1581,4203,219,1935,160000,42.3660054114,-71.107673731
50102,39467,59622,2705,6131,175,1798,160000,42.3660686762,-71.1077807755
45068,52305,49445,4809,5949,128,2296,160000,42.3661319409,-71.1078878202
46683,54589,47539,3804,4981,60,2344,160000,42.3661952057,-71.107994865
53858,32873,63016,3554,5210,41,1448,160000,42.3662584705,-71.1081019099
42813,40377,66491,3441,5495,92,1291,160000,42.3663217352,-71.1082089549
49751,56932,40122,2999,8425,35,1736,160000,42.366360033,-71.1082697993
34760,64071,54275,1068,5152,19,655,160000,42.3664198264,-71.1083804393
42274,71256,41122,903,3362,273,810,160000,42.3664796198,-71.1084910793
53320,37985,62780,770,3695,743,707,160000,42.3665394132,-71.1086017194
67628,26000,57485,1914,4112,55,2806,160000,42.3665992066,-71.1087123597
52214,21657,80163,798,3749,420,999,160000,42.3666338026,-71.1087756554
39491,70789,42749,2011,4031,55,874,160000,42.3666930022,-71.1088868792
51511,44059,49475,3800,7995,231,2929,160000,42.3667522017,-71.1089981032
46908,51217,54253,561,3864,356,2841,160000,42.3668114013,-71.1091093272
59688,40559,53053,527,3128,26,3019,160000,42.3668706009,-71.1092205514
76632,18351,58990,1508,3796,213,510,160000,42.3669298004,-71.1093317756
33448,60057,54891,2908,7770,33,893,160000,42.366980009,-71.10942593
29611,54867,69528,1988,2828,164,1014,160000,42.3670388072,-71.1095375438
23466,90767,38146,1025,3858,33,2705,160000,42.3670976054,-71.1096491577
61594,18812,70866,3988,3949,167,624,160000,42.3671564036,-71.1097607717
77243,38897,31543,2766,8612,105,834,160000,42.3672152018,-71.1098723858
75397,40245,32023,2178,9080,144,933,160000,42.367234801,-71.1099079311
36473,39609,77531,1435,3620,542,790,160000,42.3672927408,-71.1100203647
91089,13559,47979,2087,2956,1155,1175,160000,42.3673506806,-71.1101327984
46972,41818,58122,3071,7222,165,2630,160000,42.3674086204,-71.1102452321
61332,30181,61507,1191,4021,186,1582,160000,42.3674665602,-71.110357666
35104,38444,79351,2153,3336,61,1551,160000,42.36750825,-71.1104318892
34691,40459,76698,2512,4108,195,1337,160000,42.3675245,-71.1104701
52904,58019,36125,2060,9719,16,1157,160000,42.367558775,-71.1105506946
50690,56075,38505,2413,11030,27,1260,160000,42.3675818709,-71.1105960889
59858,41528,53296,370,3797,425,726,160000,42.3676093,-71.1106695
60138,40812,54268,289,3314,456,723,160000,42.3676275781,-71.1107184165
45084,41885,67868,840,3416,576,331,160000,42.3676732854,-71.1108407443
26583,56563,69685,1435,4107,384,1243,160000,42.3677189927,-71.1109630721
19576,63903,72449,645,2183,317,927,160000,42.3677629747,-71.1110800989
20489,62613,73129,420,2079,399,871,160000,42.3677647,-71.1110854
57459,40279,52549,2164,4641,764,2144,160000,42.3678040536,-71.1112053985
59156,39353,51623,2506,5004,216,2142,160000,42.3678451325,-71.1113306982
47105,26307,79471,1485,3067,297,2268,160000,42.3678862113,-71.111455998
58992,25406,70482,785,2284,253,1798,160000,42.3679272902,-71.1115812978
70993,48221,34902,966,3643,213,1062,160000,42.3679683691,-71.1117065977
40178,68827,43079,2342,4829,44,701,160000,42.3680094479,-71.1118318977
19255,56197,78737,777,1583,121,3330,160000,42.3680505268,-71.1119571978
36301,32927,83911,726,3637,193,2305,160000,42.3680916057,-71.112082498
39887,75561,34939,1480,4806,182,3145,160000,42.3681326845,-71.1122077982
34488,59202,59725,748,3801,240,1796,160000,42.3681737634,-71.1123330985
31722,59953,60439,1562,3777,185,2362,160000,42.3682148423,-71.1124583989
37578,69123,46152,782,4601,89,1675,160000,42.3682559211,-71.1125836994
52258,50350,44911,3579,5940,184,2778,160000,42.3682730466,-71.1126369513
40325,35757,79114,594,2270,281,1659,160000,42.3683146114,-71.112761958
71543,21151,61587,871,2442,1044,1362,160000,42.3683561762,-71.1128869648
65021,38752,49793,974,4467,244,749,160000,42.3683977409,-71.1130119717
27299,51804,72567,1345,3146,385,3454,160000,42.3684393057,-71.1131369786
34229,64064,56960,449,2008,231,2059,160000,42.3684808705,-71.1132619857
50444,40171,63088,538,4419,109,1231,160000,42.3685224352,-71.1133869928
56463,49677,35474,8930,6308,141,3007,160000,42.3609839,-71.0992599
26109,37008,83766,5126,3856,157,3978,160000,42.3610465987,-71.0993675443
29234,66380,60075,295,2713,125,1178,160000,42.3611092975,-71.0994751887
24414,63645,66919,1050,2176,171,1625,160000,42.3611719962,-71.0995828332
23047,58694,73187,675,2812,137,1448,160000,42.3612346949,-71.0996904779
52454,15731,86360,1689,1618,196,1952,160000,42.3612973936,-71.0997981226
34896,56572,63907,951,2266,191,1217,160000,42.3613600924,-71.0999057674
21834,60757,75380,169,776,238,846,160000,42.3614227911,-71.1000134124
73585,23810,54385,2855,4261,128,976,160000,42.3614854898,-71.1001210575
61823,41570,47795,965,5199,37,2611,160000,42.3615481885,-71.1002287026
61634,41375,48309,964,4841,13,2864,160000,42.3615522,-71.1002356
