136300,96252,140834,13087,12865,300,9962,409600,40.734641,-74.028038
110364,179709,71578,6964,28148,319,12518,409600,40.734641,-74.028038
45309,201674,123172,909,27546,30,10960,409600,40.734641,-74.028038
240966,110908,24771,4892,25648,83,2332,409600,40.734641,-74.028038
134965,103540,146976,1180,10103,20,12816,409600,40.734641,-74.028038
142755,132925,82502,25663,18625,87,7043,409600,40.734641,-74.028038
132770,128742,98198,12710,27610,8,9562,409600,40.734641,-74.028038
131334,84505,154068,9668,25580,55,4390,409600,40.734641,-74.028038
115806,101864,170144,2497,16670,78,2541,409600,40.734641,-74.028038
116788,68723,178066,28977,11737,805,4504,409600,40.734641,-74.028038
130736,70073,166190,24455,7159,157,10830,409600,40.734641,-74.028038
89890,34194,255888,12733,14285,77,2533,409600,40.734641,-74.028038
159657,132740,100238,382,2700,32,13851,409600,40.734641,-74.028038
139914,116520,103059,22980,7836,222,19069,409600,40.734641,-74.028038
78399,91522,177044,32755,7540,27,22313,409600,40.734641,-74.028038
100842,86811,192568,3730,3942,101,21606,409600,40.734641,-74.028038
166133,146305,67841,987,11670,24,16640,409600,40.734641,-74.028038
95936,192791,50061,28951,32785,15,9061,409600,40.734641,-74.028038
91577,150034,126693,16572,17687,24,7013,409600,40.734641,-74.028038
144468,120101,101647,15225,22542,52,5565,409600,40.734641,-74.028038
167468,44024,178165,3860,6473,220,9390,409600,40.734641,-74.028038
97496,136433,92092,45454,26368,100,11657,409600,40.734641,-74.028038
195934,96256,91405,4522,9854,151,11478,409600,40.734641,-74.028038
143197,78370,133921,14947,10946,193,28026,409600,40.734641,-74.028038
126194,103350,135434,11187,26759,37,6639,409600,40.734641,-74.028038
90909,118746,126996,48577,18403,199,5770,409600,40.734641,-74.028038
61235,64131,219184,34135,25511,39,5365,409600,40.734641,-74.028038
109629,111783,139268,17445,20295,195,10985,409600,40.734641,-74.028038
142147,59733,195751,918,6030,47,4974,409600,40.734641,-74.028038
247866,110939,23135,1693,24850,132,985,409600,40.734641,-74.028038
231321,37511,118965,5204,10097,188,6314,409600,40.734641,-74.028038
192517,71492,92061,33093,15829,204,4404,409600,40.734641,-74.028038
109937,123387,153022,1469,13707,604,7474,409600,40.734641,-74.028038
186346,56667,136643,13030,14141,1454,1319,409600,40.734641,-74.028038
