hue0,hue1,hue2,hue3,hue4,hue5,total,lat,lng
48234,151195,130674,73909,2764,2824,409600,40.76346669,-73.966685026
65979,217466,41933,73149,8901,2172,409600,40.76346669,-73.966685026
140494,97815,46474,105307,11902,7608,409600,40.763466705,-73.9699138069
84582,102972,43016,154914,15798,8318,409600,40.763466705,-73.9699138069
107037,116198,22618,134869,17731,11147,409600,40.763466705,-73.9699138069
122066,134222,45691,84467,13561,9593,409600,40.763466705,-73.9699138069
118111,47401,48179,87320,17591,90998,409600,40.763466715,-73.9720663275
70981,35321,47881,159785,45977,49655,409600,40.763466715,-73.9720663275
125550,13313,18310,124102,28310,100015,409600,40.763466715,-73.9720663275
93775,34570,38606,161900,27783,52966,409600,40.763466715,-73.9720663275
74722,110838,189996,28842,3145,2057,409600,40.76346671,-73.9709900672
104394,117383,138609,17043,2539,29632,409600,40.76346671,-73.9709900672
84437,103195,155457,42021,6721,17769,409600,40.76346671,-73.9709900672
33953,145184,216182,11656,1844,781,409600,40.76346671,-73.9709900672
48451,173637,114464,68461,2077,2510,409600,40.763466725,-73.9742188481
76426,131216,104839,90334,2729,4056,409600,40.763466725,-73.9742188481
81178,101910,131404,83951,3550,7607,409600,40.763466725,-73.9742188481
66712,127691,107301,96887,5341,5668,409600,40.763466725,-73.9742188481
129419,72738,26529,161495,11761,7658,409600,40.76346672,-73.9731425878
160074,52930,20536,149847,15654,10559,409600,40.76346672,-73.9731425878
113307,51198,32329,196539,10755,5472,409600,40.76346672,-73.9731425878
120909,58342,48714,157449,10911,13275,409600,40.76346672,-73.9731425878
60718,219771,76694,38502,7060,6855,409600,40.763466735,-73.9763713687
122432,139733,65767,65736,2669,13263,409600,40.763466735,-73.9763713687
116082,100719,91500,54237,6978,40084,409600,40.763466735,-73.9763713687
29925,175776,142957,56727,2775,1440,409600,40.763466735,-73.9763713687
42531,116610,170364,76965,1639,1491,409600,40.76346673,-73.9752951084
75513,139841,116200,73973,2397,1676,409600,40.76346673,-73.9752951084
40689,139321,152747,58641,6064,12138,409600,40.76346673,-73.9752951084
89723,93754,138366,80459,4530,2768,409600,40.76346673,-73.9752951084
49493,235233,103454,17141,2087,2192,409600,40.763466745,-73.9785238893
49590,170068,143759,31267,2968,11948,409600,40.763466745,-73.9785238893
53528,128554,192282,28818,3055,3363,409600,40.763466745,-73.9785238893
146437,140890,88028,19165,5322,9758,409600,40.763466745,-73.9785238893
63213,212377,116226,13094,2465,2225,409600,40.76346674,-73.977447629
56397,133898,152864,58904,4356,3181,409600,40.76346674,-73.977447629
86856,110786,109337,84822,4926,12873,409600,40.76346674,-73.977447629
62107,144048,188779,11446,975,2245,409600,40.76346674,-73.977447629
165082,44725,35662,97478,27640,39013,409600,40.763466755,-73.98067641
192095,80508,29228,92907,5864,8998,409600,40.763466755,-73.98067641
161721,52072,25370,144076,13807,12554,409600,40.763466755,-73.98067641
78975,47261,57791,197201,15704,12668,409600,40.763466755,-73.98067641
191245,32403,34178,61174,40137,50463,409600,40.76346675,-73.9796001496
101944,15113,30282,121343,53228,87690,409600,40.76346675,-73.9796001496
137757,30486,32884,139253,29169,40051,409600,40.76346675,-73.9796001496
123523,21261,31413,120615,59676,53112,409600,40.76346675,-73.9796001496
146734,62467,44335,145359,4409,6296,409600,40.763466765,-73.9828289306
76613,138233,101288,87841,2041,3584,409600,40.763466765,-73.9828289306
78614,110152,99689,107852,4348,8945,409600,40.763466765,-73.9828289306
155305,72730,51160,123718,3109,3578,409600,40.763466765,-73.9828289306
113885,57322,44235,183255,4237,6666,409600,40.76346676,-73.9817526703
112621,56052,33142,194277,3630,9878,409600,40.76346676,-73.9817526703
122638,59489,40571,173400,4483,9019,409600,40.76346676,-73.9817526703
134160,67723,48840,138382,4331,16164,409600,40.76346676,-73.9817526703
71694,66919,186693,75936,3074,5284,409600,40.763466775,-73.9849814512
194509,45632,85559,75005,902,7993,409600,40.763466775,-73.9849814512
145659,57137,106500,76503,10888,12913,409600,40.763466775,-73.9849814512
51116,109238,194185,49814,1463,3784,409600,40.763466775,-73.9849814512
152647,75467,65295,110395,2038,3758,409600,40.76346677,-73.9839051909
72572,68373,196746,65512,2959,3438,409600,40.76346677,-73.9839051909
44730,76055,147416,137315,720,3364,409600,40.76346677,-73.9839051909
100863,65263,111573,124718,3715,3468,409600,40.76346677,-73.9839051909
166743,62865,86968,78354,4131,10539,409600,40.763466785,-73.9871339718
210918,60003,63332,69960,1645,3742,409600,40.763466785,-73.9871339718
62831,134020,133165,69409,3015,7160,409600,40.763466785,-73.9871339718
132463,65514,53940,143413,4048,10222,409600,40.763466785,-73.9871339718
111801,131112,81016,79476,2886,3309,409600,40.76346678,-73.9860577115
88326,133961,60894,114971,6929,4519,409600,40.76346678,-73.9860577115
35441,149749,98977,122899,1388,1146,409600,40.76346678,-73.9860577115
123484,84279,45495,139906,4612,11824,409600,40.76346678,-73.9860577115
169509,97027,64261,45271,12433,21099,409600,40.763466795,-73.9892864924
162840,63421,83024,90778,2794,6743,409600,40.763466795,-73.9892864924
168309,38832,39466,127238,16285,19470,409600,40.763466795,-73.9892864924
118322,127997,76856,73509,5865,7051,409600,40.763466795,-73.9892864924
75558,223131,71537,33635,2338,3401,409600,40.76346679,-73.9882102321
140505,104279,40413,117722,1707,4974,409600,40.76346679,-73.9882102321
73557,139199,52956,126175,10147,7566,409600,40.76346679,-73.9882102321
65313,212350,51649,76672,1441,2175,409600,40.76346679,-73.9882102321
174648,53702,47035,118757,4401,11057,409600,40.7634667,-73.9688375466
136466,107920,38559,111923,8066,6666,409600,40.7634667,-73.9688375466
135759,104930,35649,116486,9524,7252,409600,40.7634667,-73.9688375466
152363,49791,27208,151298,11174,17766,409600,40.7634667,-73.9688375466
77792,201400,85317,41524,972,2595,409600,40.763466805,-73.991439013
50665,122971,99716,129984,3106,3158,409600,40.763466805,-73.991439013
56087,143319,131474,59079,13771,5870,409600,40.763466805,-73.991439013
78452,181528,65511,78548,3519,2042,409600,40.763466805,-73.991439013
81489,143149,51525,131202,1191,1044,409600,40.763466815,-73.9935915336
113913,40193,113006,138052,2239,2197,409600,40.763466815,-73.9935915336
97611,53878,127486,121485,7024,2116,409600,40.763466815,-73.9935915336
62261,135877,93029,114966,1556,1911,409600,40.763466815,-73.9935915336
71116,156663,68757,109749,1483,1832,409600,40.76346681,-73.9925152733
38625,160700,128621,78147,2188,1319,409600,40.76346681,-73.9925152733
156774,129302,68265,29042,6400,19817,409600,40.76346681,-73.9925152733
137169,130122,85389,53070,1520,2330,409600,40.76346681,-73.9925152733
136431,144791,80738,45002,1579,1059,409600,40.763466825,-73.9957440542
68545,88823,89557,148392,447,13836,409600,40.763466825,-73.9957440542
177476,85851,58655,63590,6120,17908,409600,40.763466825,-73.9957440542
149956,120073,52137,84680,1393,1361,409600,40.763466825,-73.9957440542
106750,133594,87610,78843,1596,1207,409600,40.76346682,-73.9946677939
87231,121524,70100,109214,3024,18507,409600,40.76346682,-73.9946677939
22389,139889,145161,97109,2649,2403,409600,40.76346682,-73.9946677939
116185,116892,37421,132502,3176,3424,409600,40.76346682,-73.9946677939
87353,82568,15249,206830,5013,12587,409600,40.763466835,-73.9978965748
86207,82319,112349,109126,17523,2076,409600,40.763466835,-73.9978965748
99611,75239,39542,183716,3059,8433,409600,40.763466835,-73.9978965748
99507,127505,56283,115930,5737,4638,409600,40.763466835,-73.9978965748
95722,127015,34388,148844,1298,2333,409600,40.76346683,-73.9968203145
111152,54077,99542,134156,812,9861,409600,40.76346683,-73.9968203145
125291,76096,133747,63755,6775,3936,409600,40.76346683,-73.9968203145
126531,95823,32948,151122,781,2395,409600,40.76346683,-73.9968203145
73330,111261,71471,134591,13362,5585,409600,40.763466845,-74.0000490954
177091,56781,51626,97211,5285,21606,409600,40.763466845,-74.0000490954
88246,75608,83138,151998,6478,4132,409600,40.763466845,-74.0000490954
115862,98183,55797,101688,22825,15245,409600,40.763466845,-74.0000490954
134703,97480,16597,140622,12191,8007,409600,40.76346684,-73.9989728351
163111,127803,44380,58823,8882,6601,409600,40.76346684,-73.9989728351
124368,108930,61349,96771,7295,10887,409600,40.76346684,-73.9989728351
121400,99427,43370,138694,3898,2811,409600,40.76346684,-73.9989728351
141792,12519,27508,193739,18399,15643,409600,40.763466895,-74.0108116985
67556,6299,43554,278188,6255,7748,409600,40.763466895,-74.0108116985
50318,7388,47138,283651,10995,10110,409600,40.763466895,-74.0108116985
35287,9711,37179,310566,7007,9850,409600,40.763466895,-74.0108116985
80767,17868,19041,208531,58109,25284,409600,40.76346689,-74.0097354382
84769,5315,40944,259576,10336,8660,409600,40.76346689,-74.0097354382
68842,6959,32353,286146,9080,6220,409600,40.76346689,-74.0097354382
40962,13550,40686,279634,21316,13452,409600,40.76346689,-74.0097354382
40938,234076,77991,49243,4780,2572,409600,40.7634668,-73.9903627527
81984,70953,95585,109598,10464,41016,409600,40.7634668,-73.9903627527
58014,149240,96147,99113,3669,3417,409600,40.7634668,-73.9903627527
92834,172560,28279,104003,7672,4252,409600,40.7634668,-73.9903627527
61249,41627,60326,191858,47498,7042,409600,40.763466905,-74.0129642191
52883,89935,107622,137840,14522,6798,409600,40.763466905,-74.0129642191
53726,61721,95393,180986,9069,8705,409600,40.763466905,-74.0129642191
60926,36030,112936,149889,42286,7533,409600,40.763466905,-74.0129642191
50518,52800,32533,239955,28533,5261,409600,40.7634669,-74.0118879588
74338,104893,70071,138790,11071,10437,409600,40.7634669,-74.0118879588
47630,44045,83759,221307,8143,4716,409600,40.7634669,-74.0118879588
69840,41038,65111,193799,25232,14580,409600,40.7634669,-74.0118879588
95624,107765,33862,133183,12537,26629,409600,40.764079195,-73.9634557591
171189,55157,35450,124895,10614,12295,409600,40.764079195,-73.9634557591
237153,56239,28263,77998,2800,7147,409600,40.764079195,-73.9634557591
68140,55895,31026,172761,39589,42189,409600,40.764079195,-73.9634557591
86590,104751,60169,148247,4884,4959,409600,40.76407919,-73.9623794889
79608,158447,41734,70008,27200,32603,409600,40.76407919,-73.9623794889
119467,144083,22475,105238,9654,8683,409600,40.76407919,-73.9623794889
87036,54553,63531,157852,25310,21318,409600,40.76407919,-73.9623794889
80808,226429,52101,44113,1713,4436,409600,40.764079205,-73.9656082995
122614,124220,39362,114102,3341,5961,409600,40.764079205,-73.9656082995
35452,253826,63690,50561,2283,3788,409600,40.764079205,-73.9656082995
152152,144968,18074,82626,5560,6220,409600,40.764079205,-73.9656082995
114114,131505,51855,104005,4104,4017,409600,40.764079215,-73.96776084
53159,175247,50431,119110,7901,3752,409600,40.764079215,-73.96776084
41912,198199,52279,105384,7671,4155,409600,40.764079215,-73.96776084
105192,130681,66671,92374,8518,6164,409600,40.764079215,-73.96776084
95909,140701,91478,67800,7095,6617,409600,40.76407921,-73.9666845697
141463,87052,73244,86809,6912,14120,409600,40.76407921,-73.9666845697
92667,112762,80372,101019,9885,12895,409600,40.76407921,-73.9666845697
107569,163560,45947,83683,4085,4756,409600,40.76407921,-73.9666845697
186456,88116,88269,31937,3333,11489,409600,40.764079225,-73.9699133804
133754,131181,88937,51775,1733,2220,409600,40.764079225,-73.9699133804
112214,84757,149588,57224,2599,3218,409600,40.764079225,-73.9699133804
164421,108456,91234,38397,4332,2760,409600,40.764079225,-73.9699133804
131905,79973,41355,146364,3625,6378,409600,40.76407922,-73.9688371102
159719,44351,16395,180156,4870,4109,409600,40.76407922,-73.9688371102
105734,85820,42951,166097,4894,4104,409600,40.76407922,-73.9688371102
145856,133724,48239,56860,14430,10491,409600,40.76407922,-73.9688371102
200566,61512,26737,72002,31455,17328,409600,40.764079235,-73.9720659209
173666,138643,38056,42637,5905,10693,409600,40.764079235,-73.9720659209
218533,88698,17806,78310,4038,2215,409600,40.764079235,-73.9720659209
146822,110899,56369,58129,11911,25470,409600,40.764079235,-73.9720659209
29922,174312,152867,48888,2277,1334,409600,40.76407923,-73.9709896506
79049,192323,104628,27839,2799,2962,409600,40.76407923,-73.9709896506
39938,135072,203542,25658,2629,2761,409600,40.76407923,-73.9709896506
49031,108499,191447,56308,1503,2812,409600,40.76407923,-73.9709896506
142280,57335,50445,149494,6006,4040,409600,40.764079245,-73.9742184613
182200,76751,26240,106556,8264,9589,409600,40.764079245,-73.9742184613
107665,58855,43047,188949,4250,6834,409600,40.764079245,-73.9742184613
118972,40321,11205,229632,4149,5321,409600,40.764079245,-73.9742184613
102350,105311,31413,164911,3622,1993,409600,40.76407924,-73.9731421911
129808,152987,52226,64754,4917,4908,409600,40.76407924,-73.9731421911
59262,222765,58511,62008,3578,3476,409600,40.76407924,-73.9731421911
153743,147439,28636,69989,4484,5309,409600,40.76407924,-73.9731421911
67258,159891,127105,49422,3248,2676,409600,40.764079255,-73.9763710017
95874,150770,111385,42047,5293,4231,409600,40.764079255,-73.9763710017
48376,161064,129648,65242,1722,3548,409600,40.764079255,-73.9763710017
132289,148384,96240,22779,5246,4662,409600,40.764079255,-73.9763710017
169497,49192,74978,94584,9429,11920,409600,40.76407925,-73.9752947315
106863,90912,26202,154165,18940,12518,409600,40.76407925,-73.9752947315
92401,88362,38083,170627,12582,7545,409600,40.76407925,-73.9752947315
95042,97504,72031,132291,8131,4601,409600,40.76407925,-73.9752947315
88930,176423,87717,51761,2021,2748,409600,40.764079265,-73.9785235422
60339,140755,169093,34317,3014,2082,409600,40.764079265,-73.9785235422
62695,133350,182254,23737,2800,4764,409600,40.764079265,-73.9785235422
72174,154330,136133,36561,5687,4715,409600,40.764079265,-73.9785235422
101411,138489,41305,115495,6120,6780,409600,40.76407926,-73.977447272
94637,82275,88244,138428,3787,2229,409600,40.76407926,-73.977447272
116837,140139,73755,66637,5278,6954,409600,40.76407926,-73.977447272
179491,81143,57254,85126,2399,4187,409600,40.76407926,-73.977447272
116348,165733,99207,22652,1437,4223,409600,40.764079275,-73.9806760826
168686,128207,45200,51145,4900,11462,409600,40.764079275,-73.9806760826
56712,161335,113073,63487,8316,6677,409600,40.764079275,-73.9806760826
124952,145047,109513,20096,3149,6843,409600,40.764079275,-73.9806760826
121594,98822,152738,33074,1500,1872,409600,40.76407927,-73.9795998124
132685,164735,97278,12989,702,1211,409600,40.76407927,-73.9795998124
165422,127937,96301,13185,2307,4448,409600,40.76407927,-73.9795998124
115889,142284,132492,13734,3404,1797,409600,40.76407927,-73.9795998124
146672,81585,118055,60858,632,1798,409600,40.764079285,-73.9828286231
35664,108304,195816,67649,923,1244,409600,40.764079285,-73.9828286231
92906,113691,119686,75723,3968,3626,409600,40.764079285,-73.9828286231
64437,64294,223983,52663,1253,2970,409600,40.764079285,-73.9828286231
169561,115161,75339,44736,3023,1780,409600,40.76407928,-73.9817523529
69725,138664,92125,101904,3612,3570,409600,40.76407928,-73.9817523529
94321,89235,108342,103532,7723,6447,409600,40.76407928,-73.9817523529
40222,137611,161195,67464,1397,1711,409600,40.76407928,-73.9817523529
145032,48388,54819,158117,1230,2014,409600,40.764079295,-73.9849811635
139909,85417,60773,112894,5078,5529,409600,40.764079295,-73.9849811635
194821,51891,55797,101305,3096,2690,409600,40.764079295,-73.9849811635
123870,109910,48739,121094,2766,3221,409600,40.764079295,-73.9849811635
163471,81007,65290,90799,6020,3013,409600,40.76407929,-73.9839048933
88563,65285,132102,118572,2100,2978,409600,40.76407929,-73.9839048933
89761,102165,75253,137655,2217,2549,409600,40.76407929,-73.9839048933
117725,63029,76571,131761,15109,5405,409600,40.76407929,-73.9839048933
152129,108203,74132,68455,2843,3838,409600,40.7640792,-73.9645320293
229178,39699,52445,70594,3749,13935,409600,40.7640792,-73.9645320293
115274,114974,61747,96645,4559,16401,409600,40.7640792,-73.9645320293
144025,131068,45477,80854,4645,3531,409600,40.7640792,-73.9645320293
85457,148893,99808,70989,2851,1602,409600,40.764079305,-73.987133704
124330,125159,97541,58668,1717,2185,409600,40.764079305,-73.987133704
83369,110156,114785,75349,19031,6910,409600,40.764079305,-73.987133704
109774,152784,83969,59188,1815,2070,409600,40.764079305,-73.987133704
146248,62464,92457,89801,6672,11958,409600,40.764079315,-73.9892862444
150136,95920,50447,94169,4189,14739,409600,40.764079315,-73.9892862444
94532,122546,109416,70329,2688,10089,409600,40.764079315,-73.9892862444
127450,75763,63696,120526,6027,16138,409600,40.764079315,-73.9892862444
78231,166148,112306,49372,1996,1547,409600,40.76407931,-73.9882099742
96714,143922,78770,85523,2341,2330,409600,40.76407931,-73.9882099742
58139,139874,150122,47109,8539,5817,409600,40.76407931,-73.9882099742
90792,151348,76047,81835,3580,5998,409600,40.76407931,-73.9882099742
143005,79496,65767,113229,3955,4148,409600,40.764079325,-73.9914387849
124252,54878,40415,176383,5611,8061,409600,40.764079325,-73.9914387849
46022,168447,89239,92269,5023,8600,409600,40.764079325,-73.9914387849
182539,76291,49894,89965,4127,6784,409600,40.764079325,-73.9914387849
149163,145608,51144,55946,3359,4380,409600,40.76407932,-73.9903625146
66534,124168,84373,126402,4520,3603,409600,40.76407932,-73.9903625146
56890,169492,64711,100334,14926,3247,409600,40.76407932,-73.9903625146
114626,121207,59609,110297,1835,2026,409600,40.76407932,-73.9903625146
168344,139469,70140,28145,1823,1679,409600,40.764079335,-73.9935913253
139276,68122,119806,79354,890,2152,409600,40.764079335,-73.9935913253
178236,60540,108420,51144,6464,4796,409600,40.764079335,-73.9935913253
99065,151776,92455,64280,982,1042,409600,40.764079335,-73.9935913253
60400,167006,101934,78288,1234,738,409600,40.76407933,-73.9925150551
86233,31063,98393,176576,5852,11483,409600,40.76407933,-73.9925150551
89349,149166,122326,13766,15716,19277,409600,40.76407933,-73.9925150551
95022,88605,57511,159425,2548,6489,409600,40.76407933,-73.9925150551
84827,114255,43920,159309,4805,2484,409600,40.764079345,-73.9957438657
33345,168671,97832,106611,1020,2121,409600,40.764079345,-73.9957438657
48086,90177,102204,162841,2328,3964,409600,40.764079345,-73.9957438657
55177,124189,67933,152231,3250,6820,409600,40.764079345,-73.9957438657
134222,88141,65099,107725,4664,9749,409600,40.76407934,-73.9946675955
63212,93947,102879,140879,3090,5593,409600,40.76407934,-73.9946675955
101955,163386,81630,53118,7796,1715,409600,40.76407934,-73.9946675955
128473,219917,33914,21856,899,4541,409600,40.76407934,-73.9946675955
118806,124462,89412,74326,669,1925,409600,40.764079355,-73.9978964062
96226,86650,87023,137227,1019,1455,409600,40.764079355,-73.9978964062
153593,120974,111540,16510,4298,2685,409600,40.764079355,-73.9978964062
132827,127491,48887,93645,620,6130,409600,40.764079355,-73.9978964062
93089,148557,95758,69760,456,1980,409600,40.76407935,-73.996820136
65263,81442,139566,119579,1481,2269,409600,40.76407935,-73.996820136
126911,123697,135189,13596,5946,4261,409600,40.76407935,-73.996820136
103779,132524,58303,109954,1890,3150,409600,40.76407935,-73.996820136
125042,99860,74158,69996,21383,19161,409600,40.76407936,-73.9989726764
92471,53071,67846,171122,16307,8783,409600,40.76407936,-73.9989726764
47583,25463,107410,217556,5426,6162,409600,40.76407936,-73.9989726764
170312,60580,46863,90458,19899,21488,409600,40.76407936,-73.9989726764
107046,233526,40693,24642,1423,2270,409600,40.7640793,-73.9860574337
131872,97283,114878,63400,1133,1034,409600,40.7640793,-73.9860574337
185490,75045,75460,56097,14273,3235,409600,40.7640793,-73.9860574337
65623,165899,91808,77702,5981,2587,409600,40.7640793,-73.9860574337
116357,9845,33445,213593,15748,20612,409600,40.764079415,-74.0108116489
75384,3777,12431,291874,17273,8861,409600,40.764079415,-74.0108116489
69693,6361,24604,278789,18640,11513,409600,40.764079415,-74.0108116489
43664,12756,45453,296238,7094,4395,409600,40.764079415,-74.0108116489
64873,32445,102429,179309,16679,13865,409600,40.764079425,-74.0129641893
107962,23905,86694,168442,9725,12872,409600,40.764079425,-74.0129641893
40535,25369,119770,214442,6702,2782,409600,40.764079425,-74.0129641893
60999,43690,121920,158665,14726,9600,409600,40.764079425,-74.0129641893
146411,16021,18597,187573,26574,14424,409600,40.76407942,-74.0118879191
75206,5199,12529,297391,13416,5859,409600,40.76407942,-74.0118879191
60658,8412,17638,296027,20079,6786,409600,40.76407942,-74.0118879191
74380,9539,21379,269799,22267,12236,409600,40.76407942,-74.0118879191
34894,38968,61614,248297,19731,6096,409600,40.76407943,-74.0140404596
117580,73836,75859,116887,11135,14303,409600,40.76407943,-74.0140404596
45124,43196,59343,242411,9793,9733,409600,40.76407943,-74.0140404596
59709,35372,81169,197506,26335,9509,409600,40.76407943,-74.0140404596
107384,148764,37174,103803,6523,5952,409600,40.764691715,-73.963455273
191459,50704,39073,92337,15467,20560,409600,40.764691715,-73.963455273
209641,62355,18995,95188,8261,15160,409600,40.764691715,-73.963455273
77942,119242,51771,107638,37307,15700,409600,40.764691715,-73.963455273
32322,201592,81320,66145,23496,4725,409600,40.76469171,-73.9623789929
99234,204118,22447,36923,23801,23077,409600,40.76469171,-73.9623789929
53731,215056,23848,42405,60475,14085,409600,40.76469171,-73.9623789929
58660,198835,52582,34609,41517,23397,409600,40.76469171,-73.9623789929
94179,172457,82347,54808,2935,2874,409600,40.764691725,-73.9656078333
48949,203388,95547,54767,3207,3742,409600,40.764691725,-73.9656078333
35469,190477,88213,86117,4079,5245,409600,40.764691725,-73.9656078333
65551,168141,45595,109109,11176,10028,409600,40.764691725,-73.9656078333
149998,92698,26113,120974,10959,8858,409600,40.76469172,-73.9645315532
118223,68779,38994,127646,30872,25086,409600,40.76469172,-73.9645315532
85187,91279,56248,151057,15548,10281,409600,40.76469172,-73.9645315532
116791,66882,56543,136903,14238,18243,409600,40.76469172,-73.9645315532
132757,147178,19276,81024,17839,11526,409600,40.764691735,-73.9677603936
84017,168096,39832,103241,7951,6463,409600,40.764691735,-73.9677603936
77732,213406,28619,70119,14659,5065,409600,40.764691735,-73.9677603936
99717,152496,29852,109297,11310,6928,409600,40.764691735,-73.9677603936
212739,61597,86422,39399,4410,5033,409600,40.76469173,-73.9666841135
220397,73273,58227,41860,7575,8268,409600,40.76469173,-73.9666841135
113914,86708,91364,107708,5443,4463,409600,40.76469173,-73.9666841135
181040,86358,31239,100141,5027,5795,409600,40.76469173,-73.9666841135
69793,191115,92920,47334,4003,4435,409600,40.764691745,-73.9699129539
115319,170515,54749,57982,3979,7056,409600,40.764691745,-73.9699129539
65721,160582,122713,48363,5164,7057,409600,40.764691745,-73.9699129539
100093,166904,94392,39440,3500,5271,409600,40.764691745,-73.9699129539
120051,19839,21389,140474,61184,46663,409600,40.76469174,-73.9688366737
52164,71175,18412,196856,42127,28866,409600,40.76469174,-73.9688366737
50809,13481,26201,243129,40346,35634,409600,40.76469174,-73.9688366737
108985,72268,34970,100144,47196,46037,409600,40.76469174,-73.9688366737
56197,244125,101071,5178,562,2467,409600,40.764691755,-73.9720655142
61603,183404,122400,35726,4611,1856,409600,40.764691755,-73.9720655142
67133,134633,151423,45754,7540,3117,409600,40.764691755,-73.9720655142
77936,209487,107267,10047,2408,2455,409600,40.764691755,-73.9720655142
34258,163701,162122,42935,1128,5456,409600,40.76469175,-73.970989234
45987,145281,163807,45796,4213,4516,409600,40.76469175,-73.970989234
40515,206741,131959,27096,1959,1330,409600,40.76469175,-73.970989234
99193,107592,150998,49234,1484,1099,409600,40.76469175,-73.970989234
31818,244525,62042,66122,2049,3044,409600,40.764691765,-73.9742180745
99512,185610,73294,29804,7749,13631,409600,40.764691765,-73.9742180745
110975,148295,65258,55808,16178,13086,409600,40.764691765,-73.9742180745
57827,215786,79393,23333,18027,15234,409600,40.764691765,-73.9742180745
45471,153637,26485,167643,5405,10959,409600,40.76469176,-73.9731417943
76812,69631,74796,167129,5375,15857,409600,40.76469176,-73.9731417943
43918,205818,55434,89993,5117,9320,409600,40.76469176,-73.9731417943
100877,141962,37884,116031,3557,9289,409600,40.76469176,-73.9731417943
131288,64309,43873,131004,13025,26101,409600,40.764691775,-73.9763706347
183863,39557,20074,145773,6701,13632,409600,40.764691775,-73.9763706347
130788,69275,37337,156349,5569,10282,409600,40.764691775,-73.9763706347
108033,72479,57981,156809,4032,10266,409600,40.764691775,-73.9763706347
162322,31654,23102,176316,6612,9594,409600,40.76469177,-73.9752943546
132961,104035,16970,144556,7595,3483,409600,40.76469177,-73.9752943546
125361,85012,39884,148473,6083,4787,409600,40.76469177,-73.9752943546
108061,58840,30773,201149,5277,5500,409600,40.76469177,-73.9752943546
82385,161985,103107,53063,1040,8020,409600,40.764691785,-73.978523195
60244,97954,178189,58217,6207,8789,409600,40.764691785,-73.978523195
47079,132803,153116,71588,1608,3406,409600,40.764691785,-73.978523195
90058,150645,123144,30881,2709,12163,409600,40.764691785,-73.978523195
105068,128576,161173,12854,492,1437,409600,40.76469178,-73.9774469149
39510,194741,128211,40381,2821,3936,409600,40.76469178,-73.9774469149
32800,123480,225608,23419,1161,3132,409600,40.76469178,-73.9774469149
118858,144691,110904,26519,3783,4845,409600,40.76469178,-73.9774469149
116887,59419,29919,196216,3084,4075,409600,40.764691795,-73.9806757553
156986,39943,21020,182875,3239,5537,409600,40.764691795,-73.9806757553
109180,95200,40538,158460,2794,3428,409600,40.764691795,-73.9806757553
165705,59418,35618,143963,1680,3216,409600,40.764691795,-73.9806757553
218215,87844,78392,11817,2275,11057,409600,40.76469179,-73.9795994752
132723,128310,96248,42647,1512,8160,409600,40.76469179,-73.9795994752
148804,126824,92468,31859,3756,5889,409600,40.76469179,-73.9795994752
137900,77528,143228,45264,1786,3894,409600,40.76469179,-73.9795994752
35780,196276,139378,22513,8008,7645,409600,40.764691805,-73.9828283156
58676,185685,108594,41756,1514,13375,409600,40.764691805,-73.9828283156
105013,122734,149316,19942,2061,10534,409600,40.764691805,-73.9828283156
75698,186861,94765,38439,4311,9526,409600,40.764691805,-73.9828283156
130674,129919,97105,44034,2802,5066,409600,40.764691815,-73.9849808759
107843,158960,110808,30735,393,861,409600,40.764691815,-73.9849808759
126111,122856,61990,91356,3994,3293,409600,40.764691815,-73.9849808759
31476,160117,183305,30662,2411,1629,409600,40.764691815,-73.9849808759
54468,83921,129967,138805,1405,1034,409600,40.76469181,-73.9839045957
103436,120389,128811,53948,1100,1916,409600,40.76469181,-73.9839045957
145805,93031,65166,96111,6115,3372,409600,40.76469181,-73.9839045957
25485,73621,214610,85482,8436,1966,409600,40.76469181,-73.9839045957
162821,127704,54479,59794,2346,2456,409600,40.764691825,-73.9871334361
103709,58139,94094,147663,2036,3959,409600,40.764691825,-73.9871334361
166794,73103,62145,87108,12484,7966,409600,40.764691825,-73.9871334361
130924,89067,49396,135795,2042,2376,409600,40.764691825,-73.9871334361
174081,100470,67218,63097,1761,2973,409600,40.76469182,-73.986057156
95835,109484,150018,46845,6092,1326,409600,40.76469182,-73.986057156
61770,111758,147252,85847,1504,1469,409600,40.76469182,-73.986057156
164602,64874,132452,28622,15173,3877,409600,40.76469182,-73.986057156
139871,71977,89152,85283,6566,16751,409600,40.764691835,-73.9892859964
124963,135986,80064,61910,1875,4802,409600,40.764691835,-73.9892859964
98493,124941,84117,93815,3426,4808,409600,40.764691835,-73.9892859964
89926,131356,91777,84010,4832,7699,409600,40.764691835,-73.9892859964
122978,80241,26761,174258,2100,3262,409600,40.76469183,-73.9882097163
116719,121174,39902,118961,7003,5841,409600,40.76469183,-73.9882097163
162275,112308,27447,102693,1447,3430,409600,40.76469183,-73.9882097163
123511,104766,21673,150965,4010,4675,409600,40.76469183,-73.9882097163
188752,121559,80519,16521,917,1332,409600,40.764691845,-73.9914385567
169955,37480,66524,131405,1658,2578,409600,40.764691845,-73.9914385567
153769,133444,72182,42302,3527,4376,409600,40.764691845,-73.9914385567
123599,118880,54275,110440,716,1690,409600,40.764691845,-73.9914385567
75177,200182,50878,58021,13801,11541,409600,40.76469184,-73.9903622766
82251,45806,36686,210992,20909,12956,409600,40.76469184,-73.9903622766
46660,131046,99245,95337,16595,20717,409600,40.76469184,-73.9903622766
