25890,72004,50644,1680,5783,12,3987,160000,40.747023,-74.004653
28864,67278,50710,1322,8487,8,3331,160000,40.7471117108,-74.0045884958
42331,43094,67712,163,5935,24,741,160000,40.7472004217,-74.0045239914
57649,36854,58590,282,6007,6,612,160000,40.7472891325,-74.004459487
64616,23142,65590,149,4915,15,1573,160000,40.7473778433,-74.0043949826
74709,20083,60067,187,2040,24,2890,160000,40.7474665542,-74.004330478
76910,12275,66552,389,1434,12,2428,160000,40.747555265,-74.0042659733
62822,9740,84339,333,1493,11,1262,160000,40.7476439758,-74.0042014686
54045,9931,93291,245,1727,13,748,160000,40.74769,-74.004168
47628,15600,93325,185,2156,9,1097,160000,40.7477326867,-74.0041369637
44965,59511,46051,1193,6016,61,2203,160000,40.7477786916,-74.0041034491
52016,65667,31520,359,9097,7,1334,160000,40.7478673833,-74.0040388982
58549,48054,43252,717,5344,8,4076,160000,40.7479560749,-74.0039743472
64967,51584,31865,628,7657,24,3275,160000,40.7480447665,-74.003909796
37364,78129,34687,619,2284,26,6891,160000,40.7481334582,-74.0038452448
36816,84630,27162,721,5539,23,5109,160000,40.7482221498,-74.0037806935
36816,84630,27162,721,5539,23,5109,160000,40.7483108414,-74.0037161422
62843,61171,27400,530,7006,48,1002,160000,40.748355,-74.003684
62864,60935,27432,673,6952,27,1117,160000,40.7483995331,-74.0036515907
53361,84474,12138,675,4674,21,4657,160000,40.7484438074,-74.0036197264
60209,76369,12882,528,3709,20,6283,160000,40.7485326148,-74.0035554527
58025,74207,16329,374,2903,19,8143,160000,40.7486214222,-74.003491179
58192,66493,23412,246,3513,13,8131,160000,40.7487102296,-74.0034269051
55263,63118,30684,158,3213,20,7544,160000,40.748799037,-74.0033626312
50707,44977,48947,425,3210,23,11711,160000,40.7488878444,-74.0032983572
32375,64651,47757,876,4116,41,10184,160000,40.748974,-74.003236
32461,64939,47774,1208,3713,31,9874,160000,40.7489766518,-74.0032340831
54893,78998,18838,198,5859,21,1193,160000,40.7490626365,-74.003171316
58833,33515,60033,85,7140,6,388,160000,40.749151273,-74.003106632
67572,16734,72093,182,2589,9,821,160000,40.7492399095,-74.0030419479
