lat,lng,huegroup
42.3676732854,-71.1108407443,"[5035, 3271, 3348, 5899, 4136, 2983, 2155, 1726, 3573, 5224, 10799, 11115, 6764, 4657, 3408, 1760, 2141, 1062, 656, 236, 332, 281, 290, 219, 326, 425, 395, 222, 154, 59, 429, 362, 586, 880, 4805, 9255, 8381, 13322, 9985, 1824, 5461, 6042, 1328, 839, 1645, 162, 1042, 714, 1086, 51, 583, 556, 396, 550, 818, 614, 1772, 855, 1691, 1315]"
42.3677189927,-71.1109630721,"[2957, 2269, 2668, 1638, 1673, 1538, 2721, 1853, 3125, 2459, 11899, 13224, 8721, 6373, 5376, 2743, 2065, 1143, 1017, 357, 783, 618, 695, 677, 835, 915, 1203, 948, 812, 266, 1702, 1986, 2334, 3187, 7088, 11637, 11587, 9317, 6154, 222, 5306, 3633, 987, 768, 1734, 144, 2054, 404, 661, 23, 395, 656, 477, 352, 397, 733, 806, 995, 451, 239]"
42.3677629747,-71.1110800989,"[1626, 1258, 1094, 1522, 1553, 1411, 1316, 1674, 2150, 1661, 5816, 12270, 11772, 8960, 6035, 5128, 3926, 2650, 2180, 909, 1111, 749, 681, 603, 637, 517, 832, 563, 524, 223, 1236, 1105, 1179, 3350, 9691, 21496, 14770, 9195, 4203, 351, 2320, 1802, 448, 340, 598, 120, 465, 293, 370, 44, 339, 343, 339, 482, 746, 616, 962, 464, 647, 335]"
42.3677647,-71.1110854,"[1339, 889, 1115, 1787, 1738, 1628, 1687, 1807, 2471, 1678, 5737, 11178, 11350, 7783, 6522, 4691, 4428, 2926, 2171, 879, 1151, 806, 735, 831, 751, 574, 912, 427, 604, 236, 1205, 1029, 1296, 3433, 9608, 22401, 14500, 9516, 3577, 366, 2405, 1511, 478, 425, 688, 135, 551, 310, 524, 42, 424, 334, 362, 467, 551, 607, 1105, 528, 493, 298]"
42.3678040536,-71.1112053985,"[5165, 5177, 5198, 8017, 6603, 3588, 4054, 3086, 5531, 2790, 9463, 11157, 6191, 2465, 1781, 578, 1917, 526, 564, 84, 394, 478, 541, 502, 892, 1389, 1930, 1385, 2046, 637, 3080, 2403, 2505, 2544, 5591, 7667, 7564, 4690, 3860, 308, 3613, 3358, 1372, 964, 1519, 288, 1537, 684, 1051, 95, 804, 875, 715, 749, 952, 1095, 2387, 1097, 1516, 988]"
42.3678451325,-71.1113306982,"[6685, 3769, 3118, 6236, 5329, 4756, 5333, 5271, 8165, 3492, 9796, 10282, 3871, 1921, 2307, 1012, 2081, 880, 833, 113, 408, 779, 636, 592, 1004, 2183, 1949, 1946, 1260, 504, 3055, 3781, 4588, 4853, 7307, 6452, 6455, 4020, 3261, 68, 3506, 2545, 724, 380, 797, 95, 1223, 260, 381, 14, 223, 449, 353, 314, 753, 1005, 1340, 1130, 1972, 2185]"
42.3678862113,-71.111455998,"[5469, 3415, 3278, 4277, 5720, 4034, 4055, 2989, 3849, 1358, 4373, 3778, 2173, 1389, 1663, 786, 2159, 827, 931, 277, 612, 721, 631, 638, 1026, 1625, 2076, 1490, 1546, 653, 3262, 4078, 4238, 7757, 15162, 20433, 12095, 2979, 2743, 116, 2164, 2277, 806, 390, 1600, 91, 741, 245, 536, 26, 320, 356, 395, 482, 654, 916, 1575, 927, 2482, 2336]"
42.3679272902,-71.1115812978,"[6175, 5796, 6857, 7717, 6254, 3056, 3037, 2057, 2810, 698, 3661, 2335, 1548, 1265, 1920, 1658, 2204, 1581, 1291, 696, 1088, 939, 945, 728, 881, 892, 1617, 785, 1194, 462, 2993, 3480, 3247, 7923, 18979, 22702, 6447, 1909, 1152, 50, 907, 669, 243, 130, 349, 44, 469, 194, 366, 27, 276, 364, 570, 529, 1352, 851, 3520, 1700, 4259, 2152]"
42.3679683691,-71.1117065977,"[7290, 5670, 5537, 6361, 8967, 7548, 6397, 5227, 6972, 3733, 8363, 7818, 5047, 4270, 4410, 2983, 3580, 2743, 1844, 689, 1171, 915, 1138, 889, 945, 1488, 965, 1347, 955, 304, 1894, 1979, 2135, 4673, 10822, 6758, 2702, 777, 930, 4, 890, 446, 219, 114, 295, 33, 615, 261, 337, 80, 233, 301, 321, 357, 513, 901, 1279, 946, 2182, 1437]"
42.3680094479,-71.1118318977,"[4258, 2645, 2981, 2093, 2166, 2134, 2827, 4021, 7984, 8048, 12924, 13246, 11225, 7088, 6324, 3758, 4399, 2439, 2014, 1180, 2359, 1073, 868, 459, 653, 1344, 890, 806, 479, 128, 917, 652, 1815, 1861, 5941, 14233, 9428, 3104, 1760, 28, 2109, 631, 345, 98, 277, 20, 423, 46, 87, 5, 49, 115, 159, 98, 248, 671, 646, 535, 509, 377]"
42.3680505268,-71.1119571978,"[1565, 828, 799, 912, 1924, 2651, 2832, 2115, 2938, 996, 3273, 5045, 4058, 3519, 4455, 3427, 4853, 4112, 3859, 1809, 2411, 1736, 2350, 1882, 2246, 1304, 2692, 1539, 2401, 809, 5200, 5932, 7470, 12540, 13703, 17472, 8431, 3429, 2283, 201, 1991, 1299, 453, 224, 540, 95, 447, 94, 235, 28, 140, 192, 130, 110, 232, 578, 399, 488, 226, 98]"
42.3680916057,-71.112082498,"[2646, 1948, 1485, 2140, 3544, 4190, 4979, 4663, 4832, 1065, 4771, 5104, 3353, 3348, 3661, 1634, 2164, 1184, 1128, 277, 744, 934, 717, 677, 935, 862, 1846, 1117, 1686, 422, 3362, 4307, 5954, 9816, 16249, 25131, 9688, 4168, 2045, 108, 1234, 1539, 445, 266, 603, 48, 613, 243, 306, 91, 241, 309, 285, 312, 528, 895, 1129, 513, 904, 612]"
42.3681326845,-71.1122077982,"[2473, 1291, 1796, 3713, 3120, 2376, 4493, 5067, 7826, 5144, 9511, 11283, 9044, 6626, 4740, 2967, 3667, 2572, 1896, 701, 1293, 1000, 1308, 1267, 1508, 1865, 4506, 5604, 6698, 2311, 4628, 3180, 3693, 5853, 5923, 3585, 3679, 1812, 1283, 157, 1199, 792, 387, 219, 515, 80, 562, 167, 334, 36, 202, 284, 227, 299, 396, 644, 765, 614, 536, 283]"
42.3681737634,-71.1123330985,"[3704, 1666, 1243, 1718, 2098, 2681, 3458, 3956, 6134, 3591, 8574, 13199, 9155, 5401, 4494, 2528, 2921, 2152, 1574, 723, 1365, 1140, 1189, 1194, 1491, 1032, 1917, 966, 1408, 580, 2891, 3137, 3994, 7303, 10837, 11653, 7197, 4661, 2758, 220, 2346, 1259, 534, 363, 653, 282, 663, 297, 362, 111, 323, 312, 311, 335, 499, 595, 592, 522, 723, 1015]"
42.3682148423,-71.1124583989,"[3486, 2434, 2896, 1791, 2848, 2827, 3826, 2979, 4380, 1982, 7623, 8563, 6790, 5706, 5822, 3951, 5005, 3268, 2319, 870, 1712, 1223, 1227, 1357, 1628, 1241, 2142, 1065, 1525, 693, 3559, 4449, 5420, 9234, 15263, 12917, 4962, 1648, 1189, 12, 1545, 1076, 306, 132, 271, 29, 492, 109, 167, 21, 191, 259, 174, 194, 394, 571, 792, 425, 627, 393]"
42.3682559211,-71.1125836994,"[3479, 4212, 3442, 3202, 3012, 3367, 4278, 4051, 5740, 890, 7246, 12405, 10797, 7038, 8452, 6175, 6188, 3399, 2639, 620, 1343, 838, 955, 722, 920, 774, 1244, 722, 907, 340, 2313, 2355, 3066, 9653, 14001, 7212, 3184, 1409, 1237, 38, 1229, 770, 292, 160, 310, 21, 309, 96, 169, 3, 92, 122, 106, 106, 246, 320, 334, 248, 531, 671]"
42.3682730466,-71.1126369513,"[6134, 2303, 2648, 2887, 5980, 6335, 7818, 5703, 7575, 1666, 9659, 9764, 5322, 3044, 3516, 2499, 3232, 1391, 1457, 290, 807, 786, 866, 1147, 1210, 2226, 3148, 2804, 2111, 1011, 4038, 4483, 5387, 7493, 7124, 7503, 5020, 1491, 1182, 18, 1216, 668, 306, 197, 400, 20, 890, 85, 164, 4, 185, 214, 259, 131, 531, 2167, 626, 914, 971, 974]"
42.3683146114,-71.112761958,"[4029, 3062, 3201, 3056, 4506, 4766, 2691, 1851, 2459, 1144, 4713, 5392, 4467, 3533, 3125, 1453, 2134, 1665, 1185, 521, 909, 938, 924, 863, 1256, 814, 1826, 730, 1242, 337, 2372, 2127, 2093, 4274, 15024, 29359, 7593, 4174, 3892, 377, 2847, 2424, 785, 421, 876, 155, 916, 341, 644, 79, 309, 459, 473, 553, 856, 835, 2054, 1543, 2062, 1291]"
42.3683561762,-71.1128869648,"[5542, 3930, 5368, 7328, 6854, 5255, 5453, 5359, 5772, 3752, 4742, 3139, 1901, 1279, 1685, 1321, 1645, 1049, 667, 342, 429, 369, 417, 351, 604, 589, 1110, 584, 876, 494, 2101, 2154, 2499, 4598, 6764, 11429, 9315, 6946, 4140, 127, 2881, 2299, 826, 598, 1291, 416, 1493, 1289, 1518, 265, 1198, 1531, 744, 1116, 908, 1072, 2613, 1745, 4475, 3443]"
42.3683977409,-71.1130119717,"[4141, 3697, 3707, 7145, 7140, 7734, 5669, 6872, 8056, 4579, 10511, 10584, 6312, 3831, 3106, 1428, 1607, 1140, 799, 210, 343, 390, 357, 289, 351, 435, 546, 532, 331, 117, 1025, 1189, 1220, 2153, 4379, 10911, 8320, 7517, 4693, 148, 3166, 2354, 575, 329, 908, 24, 1091, 191, 313, 36, 246, 321, 311, 368, 472, 752, 1450, 1174, 1556, 849]"
42.3684393057,-71.1131369786,"[3124, 889, 757, 745, 1780, 2563, 2993, 2459, 2637, 873, 5270, 4892, 4138, 5004, 6051, 5600, 4808, 2241, 1567, 776, 1340, 1098, 1019, 1084, 1081, 2372, 2270, 1283, 2421, 635, 4723, 5767, 7786, 9443, 14366, 13133, 6822, 3557, 2820, 267, 2966, 1556, 519, 318, 552, 90, 611, 265, 368, 92, 455, 509, 678, 651, 890, 1080, 2429, 994, 1753, 770]"
42.3684808705,-71.1132619857,"[3349, 2456, 1484, 1025, 627, 614, 3684, 5723, 7686, 3053, 4730, 4145, 4478, 8516, 10315, 7422, 4663, 3161, 2540, 1214, 1872, 1497, 1562, 1379, 1916, 1251, 2473, 842, 1430, 666, 3098, 2849, 3112, 7579, 20816, 13384, 3895, 1130, 751, 30, 659, 361, 225, 101, 210, 36, 260, 143, 306, 74, 276, 332, 337, 363, 540, 366, 841, 356, 946, 851]"
42.3685224352,-71.1133869928,"[1802, 1236, 1286, 1357, 3005, 6405, 7068, 9703, 9917, 6288, 11845, 8793, 5667, 3682, 3004, 1381, 1460, 865, 829, 117, 532, 563, 612, 511, 663, 580, 1377, 936, 957, 216, 1738, 2357, 2865, 7110, 17095, 17870, 7536, 3061, 1490, 26, 1191, 613, 285, 102, 320, 18, 375, 61, 196, 10, 110, 158, 140, 96, 230, 356, 534, 423, 611, 366]"
42.3609839,-71.0992599,"[10195, 2550, 2572, 4394, 8366, 10536, 11050, 4647, 5614, 155, 6570, 3967, 2032, 1444, 2550, 1399, 4738, 2446, 2880, 426, 2232, 2480, 2233, 1735, 2764, 4996, 2860, 4695, 2659, 879, 4184, 4986, 4236, 6005, 6655, 1581, 4457, 580, 1318, 5, 2492, 604, 203, 153, 259, 29, 485, 71, 176, 2, 144, 200, 134, 175, 827, 2568, 388, 630, 268, 121]"
42.3610465987,-71.0993675443,"[5904, 773, 782, 1161, 2129, 1793, 4345, 1828, 6275, 389, 4349, 4734, 3098, 1857, 1614, 638, 2089, 687, 849, 200, 665, 786, 1225, 1136, 1483, 3690, 3014, 4377, 3202, 1171, 5891, 8128, 7901, 8790, 16777, 11893, 13032, 4546, 3289, 107, 3970, 1106, 439, 238, 398, 35, 797, 148, 233, 26, 164, 188, 204, 241, 776, 2181, 649, 875, 537, 198]"
42.3611092975,-71.0994751887,"[3445, 1909, 1248, 1414, 1559, 1798, 1755, 1855, 2722, 2769, 8938, 15471, 14540, 9256, 5833, 2897, 2102, 1159, 760, 252, 565, 544, 471, 617, 619, 510, 1633, 794, 1534, 598, 2036, 1269, 984, 1304, 3629, 15195, 16624, 10130, 2768, 225, 1514, 1715, 687, 415, 1091, 135, 650, 361, 478, 43, 133, 434, 300, 380, 736, 447, 1332, 682, 2745, 1991]"
42.3611719962,-71.0995828332,"[2647, 1934, 1899, 1544, 2090, 1436, 2828, 1753, 2570, 1059, 3779, 5284, 8615, 7157, 7865, 5678, 6251, 3575, 2502, 880, 1205, 1018, 1598, 1093, 1388, 1604, 2016, 1387, 2143, 783, 2904, 2374, 1876, 2377, 4867, 21040, 17198, 7244, 2203, 174, 2293, 1413, 361, 295, 606, 24, 813, 133, 330, 19, 174, 543, 316, 380, 703, 716, 1178, 871, 726, 268]"
42.3612346949,-71.0996904779,"[2275, 1866, 1907, 2055, 2895, 1372, 2274, 1964, 2535, 693, 3774, 4962, 7735, 8210, 8147, 5097, 5719, 4009, 2551, 681, 1054, 702, 1345, 1086, 1153, 1434, 1789, 699, 1052, 307, 2195, 2200, 3118, 5479, 8014, 22613, 14198, 7477, 3581, 168, 2362, 1155, 338, 244, 417, 30, 492, 190, 362, 2, 137, 275, 171, 203, 399, 393, 870, 414, 784, 377]"
42.3612973936,-71.0997981226,"[5857, 4505, 5711, 8382, 8957, 5416, 3235, 1889, 2042, 230, 1884, 1432, 1129, 552, 1157, 449, 1367, 381, 583, 38, 308, 362, 639, 495, 621, 1177, 1876, 1406, 1101, 392, 3260, 4732, 6314, 11911, 29809, 15503, 6516, 2969, 2226, 5, 1661, 1063, 332, 260, 475, 28, 647, 225, 349, 27, 203, 371, 280, 370, 763, 665, 1507, 793, 1748, 1415]"
42.3613600924,-71.0999057674,"[4816, 3481, 2710, 5053, 3943, 3123, 2024, 1297, 2028, 462, 3316, 5545, 7891, 6694, 9747, 3600, 4961, 3727, 3248, 629, 1305, 982, 2090, 819, 1013, 952, 815, 634, 594, 276, 2359, 3411, 3177, 7770, 24886, 10269, 4565, 1415, 1308, 15, 1808, 1536, 470, 251, 595, 25, 715, 200, 344, 5, 191, 288, 240, 252, 621, 738, 1021, 678, 1806, 1266]"
42.3614227911,-71.1000134124,"[3712, 3702, 1448, 1393, 1248, 1233, 955, 961, 1017, 458, 1606, 2557, 3377, 4800, 7058, 8926, 9033, 5952, 3631, 1734, 2102, 1526, 1637, 1403, 1694, 973, 1336, 725, 999, 464, 1535, 1604, 2035, 7122, 15140, 24708, 8188, 3330, 2344, 57, 2649, 3042, 836, 454, 820, 362, 773, 544, 597, 86, 248, 445, 437, 411, 584, 233, 1371, 284, 1309, 792]"
42.3614854898,-71.1001210575,"[7298, 6723, 9467, 13555, 11489, 5022, 4307, 2481, 6773, 278, 4644, 3418, 2415, 949, 1370, 615, 1720, 1154, 842, 437, 854, 732, 677, 527, 1218, 1564, 1555, 2245, 885, 250, 1329, 1356, 2170, 4857, 10669, 12152, 10186, 4937, 2634, 2, 1786, 988, 284, 350, 528, 38, 586, 180, 304, 25, 132, 291, 259, 426, 965, 948, 2153, 823, 2129, 1049]"
42.3615481885,-71.1002287026,"[1744, 3064, 13355, 12203, 8960, 5939, 4300, 3698, 7706, 441, 6154, 6789, 4005, 1587, 2811, 1805, 3214, 1995, 1738, 158, 1308, 1083, 971, 1027, 1254, 1460, 3206, 2059, 3162, 983, 3591, 4900, 3847, 6952, 9310, 8952, 5465, 3100, 1847, 0, 1143, 643, 152, 54, 126, 0, 243, 26, 55, 0, 37, 66, 29, 52, 129, 307, 275, 217, 220, 83]"
42.3615522,-71.1002356,"[1692, 3136, 12392, 12801, 9169, 6026, 4296, 3691, 7509, 483, 5780, 7052, 4083, 1965, 2951, 1767, 3466, 1831, 1587, 200, 1398, 974, 825, 839, 1213, 1345, 3188, 1766, 3191, 795, 4079, 4620, 3657, 7621, 9308, 9323, 5332, 2908, 1807, 0, 1324, 641, 124, 63, 113, 1, 180, 19, 53, 0, 13, 66, 35, 63, 133, 258, 275, 217, 253, 103]"
42.3616108873,-71.1003363479,"[3357, 6797, 17280, 23144, 13541, 10795, 5544, 4184, 4314, 673, 4652, 5426, 5671, 4546, 4259, 2084, 2919, 1522, 1358, 249, 640, 483, 822, 765, 987, 892, 1792, 967, 1067, 246, 1476, 1173, 1348, 1018, 2300, 1580, 2914, 1483, 1716, 10, 3305, 1909, 745, 334, 882, 80, 1525, 252, 342, 34, 200, 370, 381, 242, 446, 854, 594, 1012, 291, 208]"
42.3616147449,-71.100343409,"[3413, 6464, 17374, 23599, 13410, 10810, 5573, 4155, 3877, 752, 4722, 5384, 5353, 4655, 4559, 2174, 2861, 1573, 1367, 242, 642, 543, 812, 782, 851, 1020, 1524, 871, 925, 246, 1480, 1301, 1554, 1152, 2355, 1687, 2821, 1371, 1821, 3, 3338, 1991, 907, 356, 796, 28, 1119, 116, 396, 21, 226, 318, 419, 279, 482, 923, 621, 1120, 315, 151]"
42.3616772899,-71.1004512181,"[3312, 5759, 17388, 27178, 17637, 13548, 8729, 5995, 5677, 1838, 5521, 6727, 5918, 3496, 2039, 630, 1870, 810, 1111, 90, 511, 665, 644, 504, 658, 999, 1045, 964, 824, 158, 1126, 965, 1047, 778, 2063, 1128, 1924, 422, 754, 30, 900, 752, 463, 142, 484, 92, 503, 164, 316, 33, 133, 375, 280, 168, 580, 801, 371, 485, 262, 214]"
42.3617398348,-71.1005590273,"[7089, 10639, 24896, 29430, 19545, 14212, 8061, 6333, 6463, 3557, 4977, 4174, 2414, 1823, 1321, 1005, 995, 698, 745, 142, 523, 429, 268, 230, 283, 323, 399, 363, 130, 41, 284, 288, 303, 256, 340, 181, 509, 251, 376, 43, 557, 235, 190, 64, 271, 63, 372, 196, 197, 121, 165, 184, 157, 140, 273, 268, 459, 250, 911, 588]"
42.3618023798,-71.1006668367,"[3730, 2445, 10344, 19385, 9857, 4840, 5746, 5347, 9453, 7838, 11923, 9321, 7597, 4090, 2254, 699, 1591, 407, 381, 47, 203, 294, 236, 202, 627, 1074, 644, 823, 305, 66, 636, 1040, 1179, 1296, 3450, 3275, 5646, 2510, 3477, 50, 4332, 2441, 805, 166, 439, 19, 727, 92, 269, 8, 181, 568, 281, 596, 539, 1078, 1140, 674, 776, 541]"
42.3618649247,-71.1007746461,"[1220, 2561, 6926, 9907, 10537, 9693, 7786, 6597, 14300, 2416, 14097, 8224, 5003, 2424, 2910, 1407, 1388, 425, 417, 25, 210, 396, 401, 241, 288, 624, 721, 843, 409, 120, 1269, 2647, 2709, 3825, 9768, 9595, 8934, 2857, 2105, 9, 822, 467, 163, 82, 152, 15, 293, 64, 77, 28, 53, 92, 74, 64, 102, 285, 219, 228, 345, 141]"
42.3618717505,-71.1007864153,"[4024, 2301, 4605, 15117, 15614, 10077, 5552, 4215, 5354, 979, 6240, 5628, 4758, 4654, 4994, 2337, 2288, 1132, 2573, 192, 1481, 2031, 2390, 910, 1728, 3434, 2690, 3433, 1067, 353, 1787, 1916, 1710, 2195, 17309, 5025, 3116, 344, 696, 44, 977, 209, 138, 34, 86, 7, 181, 7, 32, 0, 24, 38, 37, 31, 185, 1009, 176, 271, 168, 97]"
42.3619103866,-71.1008534326,"[6730, 4870, 4190, 2623, 2413, 1776, 2052, 1128, 1667, 460, 3998, 2631, 2775, 3519, 5218, 5673, 6640, 3755, 2921, 1074, 1296, 1284, 1658, 822, 1556, 2464, 2557, 2053, 2919, 652, 5548, 7009, 12043, 11710, 11868, 11904, 5888, 1974, 1284, 0, 1043, 745, 226, 136, 256, 41, 411, 105, 200, 33, 110, 218, 146, 146, 328, 528, 722, 543, 866, 595]"
42.3619274697,-71.1008824556,"[3321, 4455, 2659, 1301, 989, 1007, 1304, 1015, 1281, 796, 2922, 3866, 7975, 7505, 6386, 4139, 4470, 3737, 1994, 1525, 1477, 919, 959, 738, 1150, 2670, 2163, 1544, 3224, 542, 3170, 5285, 7197, 10844, 18563, 16495, 9565, 3016, 1875, 14, 1019, 537, 305, 102, 205, 16, 236, 69, 102, 2, 42, 155, 106, 92, 232, 438, 416, 299, 866, 704]"
42.3619346,-71.1008939,"[7046, 4664, 4033, 2777, 2233, 1662, 1984, 1175, 1622, 483, 3669, 3090, 3027, 3436, 4983, 5482, 6210, 3964, 2980, 1037, 1509, 1489, 1554, 948, 1571, 2156, 2530, 1690, 2299, 573, 5331, 7478, 12434, 11097, 11796, 12069, 6584, 2316, 1369, 0, 1135, 677, 226, 160, 242, 21, 418, 72, 133, 15, 83, 229, 128, 127, 306, 543, 908, 497, 1058, 672]"
42.3619741244,-71.100959955,"[2977, 3550, 2563, 1827, 1997, 1769, 1272, 1095, 1342, 539, 1736, 3044, 4906, 4733, 4869, 4644, 4648, 3700, 2838, 1218, 1636, 1193, 1038, 1090, 1276, 860, 2426, 1088, 2264, 1172, 5303, 6309, 6413, 19465, 22602, 14685, 5259, 1684, 1425, 56, 1139, 1144, 398, 253, 490, 66, 362, 207, 203, 35, 109, 229, 177, 172, 279, 296, 483, 300, 520, 627]"
42.3620378622,-71.1010664774,"[3694, 3547, 1152, 677, 726, 943, 701, 625, 947, 597, 1576, 2602, 2286, 2054, 2852, 3123, 3378, 3583, 3303, 1706, 1885, 1223, 1014, 1207, 1424, 1213, 2720, 1710, 3709, 1913, 5798, 7873, 8921, 10216, 24198, 20512, 10811, 3902, 1957, 80, 1665, 736, 265, 185, 250, 27, 235, 145, 162, 32, 105, 153, 150, 184, 212, 202, 474, 275, 802, 1383]"
42.3620732048,-71.1011208676,"[3877, 3166, 1350, 755, 940, 952, 922, 707, 986, 689, 1593, 2636, 2935, 2294, 2893, 3119, 3430, 3175, 2634, 1530, 1970, 1258, 999, 927, 1529, 1092, 2608, 1972, 2797, 2011, 5590, 7946, 8386, 10841, 23701, 22726, 9976, 3239, 1748, 62, 1697, 757, 240, 135, 197, 47, 253, 131, 165, 45, 147, 251, 165, 197, 249, 319, 611, 408, 821, 1204]"
42.3621004578,-71.101177147,"[1526, 1296, 1253, 1901, 4349, 2885, 2009, 1586, 2250, 1397, 2481, 2348, 1692, 1842, 1734, 1107, 2012, 1586, 2068, 918, 1379, 1329, 1433, 1430, 1519, 676, 2513, 1079, 1744, 1017, 4459, 8002, 12535, 30987, 29984, 12120, 4463, 1380, 609, 1, 415, 182, 79, 23, 77, 9, 146, 27, 35, 5, 37, 41, 46, 79, 120, 165, 350, 213, 559, 493]"
42.3621016,-71.101173,"[1654, 1373, 1085, 1675, 4495, 3139, 2063, 1568, 1982, 1461, 2438, 2505, 1989, 1457, 1698, 1128, 1769, 1680, 2247, 1003, 1301, 1256, 1296, 1336, 1623, 720, 2698, 1229, 1959, 1058, 3975, 7768, 12823, 31192, 29365, 13015, 3633, 1638, 667, 6, 361, 259, 96, 34, 76, 5, 124, 13, 40, 0, 23, 57, 44, 54, 110, 128, 320, 179, 604, 506]"
42.3621333,-71.1012312,"[1570, 1096, 1003, 1510, 4706, 3833, 2074, 1545, 1976, 1404, 2096, 2690, 1847, 1529, 1786, 1044, 1589, 1719, 2043, 660, 1396, 1318, 1335, 1368, 1995, 889, 2513, 1152, 1921, 1053, 4839, 7799, 13231, 29310, 32746, 10775, 3300, 1659, 562, 2, 366, 236, 60, 30, 70, 0, 92, 20, 55, 6, 41, 62, 58, 84, 142, 162, 279, 209, 672, 473]"
42.3621647863,-71.1012830174,"[1606, 3925, 12172, 19638, 6377, 3471, 1924, 2045, 2520, 1257, 3531, 4013, 2210, 1564, 1840, 1181, 1912, 1691, 1508, 726, 1388, 1058, 1133, 1220, 1463, 481, 3144, 622, 2481, 934, 4289, 6570, 4392, 13219, 18172, 11244, 4500, 3174, 1413, 149, 695, 527, 167, 123, 223, 18, 176, 30, 143, 8, 67, 82, 75, 77, 129, 132, 316, 148, 384, 323]"
42.3622291147,-71.1013888879,"[1417, 3721, 16464, 25479, 9775, 6279, 3009, 3263, 3802, 2024, 5495, 5913, 3022, 2052, 2896, 1597, 2066, 1727, 1462, 331, 851, 678, 749, 607, 811, 460, 1378, 715, 953, 336, 2452, 3820, 5599, 14033, 11931, 6025, 2672, 1096, 508, 13, 448, 334, 121, 28, 91, 8, 181, 12, 33, 2, 17, 62, 57, 28, 169, 350, 163, 177, 144, 94]"
42.3622934431,-71.1014947585,"[511, 1134, 8271, 15837, 7602, 6008, 4292, 4803, 4903, 1533, 6084, 8026, 8710, 10115, 10796, 5791, 5790, 2988, 2316, 924, 1018, 1167, 905, 711, 783, 700, 1520, 1072, 1590, 697, 5237, 6412, 6210, 10133, 2852, 845, 870, 168, 128, 0, 157, 27, 17, 7, 10, 5, 20, 2, 4, 0, 0, 2, 3, 1, 44, 118, 18, 82, 19, 12]"
42.3623577716,-71.1016006292,"[511, 1134, 8271, 15837, 7602, 6008, 4292, 4803, 4903, 1533, 6084, 8026, 8710, 10115, 10796, 5791, 5790, 2988, 2316, 924, 1018, 1167, 905, 711, 783, 700, 1520, 1072, 1590, 697, 5237, 6412, 6210, 10133, 2852, 845, 870, 168, 128, 0, 157, 27, 17, 7, 10, 5, 20, 2, 4, 0, 0, 2, 3, 1, 44, 118, 18, 82, 19, 12]"
42.3624126549,-71.1016909526,"[473, 1069, 8418, 15714, 7651, 6104, 4332, 4737, 4862, 1577, 6083, 7976, 8454, 10336, 11005, 5685, 5829, 3060, 2348, 944, 961, 1203, 861, 733, 769, 597, 1442, 1118, 1537, 685, 5253, 6086, 6295, 10066, 3019, 926, 927, 158, 148, 0, 148, 32, 25, 10, 12, 4, 23, 4, 1, 0, 0, 5, 5, 4, 49, 113, 22, 54, 29, 19]"
42.3624221,-71.1017065,"[511, 1134, 8271, 15837, 7602, 6008, 4292, 4803, 4903, 1533, 6084, 8026, 8710, 10115, 10796, 5791, 5790, 2988, 2316, 924, 1018, 1167, 905, 711, 783, 700, 1520, 1072, 1590, 697, 5237, 6412, 6210, 10133, 2852, 845, 870, 168, 128, 0, 157, 27, 17, 7, 10, 5, 20, 2, 4, 0, 0, 2, 3, 1, 44, 118, 18, 82, 19, 12]"
42.3624769899,-71.1017968162,"[4737, 6490, 8236, 4845, 3621, 3081, 2757, 2463, 3260, 1218, 4286, 5055, 5664, 5756, 5949, 3658, 4140, 3432, 4267, 748, 1848, 1156, 1681, 744, 820, 738, 1391, 870, 743, 198, 1551, 1467, 1684, 1911, 13840, 20172, 7036, 3119, 3230, 395, 2481, 1404, 644, 223, 600, 138, 663, 250, 325, 60, 94, 201, 209, 147, 355, 555, 744, 609, 1068, 973]"
42.3625413249,-71.1019026799,"[4737, 6490, 8236, 4845, 3621, 3081, 2757, 2463, 3260, 1218, 4286, 5055, 5664, 5756, 5949, 3658, 4140, 3432, 4267, 748, 1848, 1156, 1681, 744, 820, 738, 1391, 870, 743, 198, 1551, 1467, 1684, 1911, 13840, 20172, 7036, 3119, 3230, 395, 2481, 1404, 644, 223, 600, 138, 663, 250, 325, 60, 94, 201, 209, 147, 355, 555, 744, 609, 1068, 973]"
42.3626056599,-71.1020085437,"[4587, 6714, 9702, 8606, 4813, 4731, 4157, 3398, 4135, 1783, 5932, 7272, 7647, 6587, 6093, 4005, 3936, 2440, 1541, 440, 525, 366, 386, 248, 405, 245, 367, 206, 182, 57, 343, 391, 404, 400, 3906, 10274, 11164, 9551, 6542, 1794, 3126, 1988, 373, 218, 575, 24, 748, 157, 397, 9, 161, 331, 201, 400, 457, 445, 1181, 925, 1272, 737]"
42.3626699949,-71.1021144076,"[4135, 4282, 6885, 5780, 3247, 1771, 1708, 1142, 2051, 533, 4610, 9753, 9299, 8192, 9202, 5089, 4569, 2967, 3628, 632, 1064, 471, 942, 345, 349, 466, 984, 530, 721, 321, 827, 461, 443, 759, 1041, 3378, 6471, 10850, 13624, 1734, 8010, 3715, 662, 910, 1405, 64, 815, 753, 916, 22, 522, 587, 339, 596, 633, 291, 2073, 552, 1219, 660]"
