lat,lng,huegroup
42.3644592205,-71.1050361774,"[1583, 549, 1024, 3588, 10935, 17483, 10168, 7652, 8638, 646, 9538, 6408, 2264, 2061, 3845, 1043, 4278, 3267, 6036, 639, 1998, 2961, 2415, 1405, 2183, 2586, 3092, 3668, 1836, 631, 3642, 3982, 6688, 5172, 4205, 2640, 4056, 1010, 1641, 1, 568, 211, 121, 51, 101, 2, 154, 20, 37, 1, 47, 58, 56, 61, 109, 232, 157, 139, 268, 150]"
42.3645205748,-71.1051452375,"[626, 511, 539, 1033, 2846, 7133, 6120, 7009, 5144, 913, 4178, 3835, 1077, 1019, 1546, 416, 1355, 1185, 1508, 192, 1100, 1259, 1202, 1030, 1762, 472, 4844, 1604, 8479, 2048, 10234, 12883, 15370, 28122, 10772, 7195, 2066, 647, 132, 0, 115, 40, 20, 5, 12, 0, 38, 3, 7, 0, 29, 17, 10, 9, 21, 69, 37, 52, 55, 55]"
42.364581929,-71.1052542976,"[6743, 5945, 3460, 6863, 8885, 8911, 7354, 5815, 4790, 541, 4207, 2818, 1322, 932, 1264, 278, 1366, 642, 627, 131, 388, 520, 467, 498, 887, 1083, 1305, 1237, 552, 213, 1517, 2988, 4052, 18291, 28216, 9235, 3820, 1359, 1175, 0, 1252, 595, 178, 99, 231, 15, 375, 79, 139, 5, 73, 167, 76, 74, 627, 1824, 456, 752, 943, 1343]"
42.3646432832,-71.1053633579,"[8192, 9321, 6586, 5040, 9724, 7629, 8524, 5032, 7401, 427, 4943, 4627, 1140, 862, 1364, 253, 1704, 880, 1010, 217, 732, 881, 914, 884, 1746, 1012, 1923, 678, 1066, 396, 2080, 3941, 10856, 21178, 8298, 3314, 2765, 1134, 1531, 10, 1260, 770, 233, 90, 134, 5, 265, 30, 126, 8, 26, 66, 43, 43, 292, 757, 455, 811, 2204, 2167]"
42.3647046374,-71.1054724183,"[8179, 8666, 11388, 7801, 11933, 14514, 7294, 4721, 3742, 424, 3065, 2778, 822, 895, 1097, 226, 1218, 614, 525, 95, 408, 447, 408, 399, 578, 1037, 1091, 1310, 1123, 442, 3023, 3581, 6229, 15142, 13432, 5066, 2167, 1113, 756, 113, 753, 388, 115, 141, 208, 13, 274, 90, 191, 16, 169, 203, 238, 302, 453, 720, 1027, 1125, 2634, 3078]"
42.3647659916,-71.1055814787,"[8722, 11998, 12858, 7727, 6754, 5756, 5464, 5094, 6221, 1987, 4666, 3628, 2801, 2303, 1964, 837, 1015, 269, 323, 58, 187, 333, 340, 326, 564, 873, 761, 850, 657, 305, 2731, 3874, 9893, 23734, 10275, 3046, 1696, 460, 616, 13, 502, 316, 117, 40, 108, 5, 246, 17, 62, 1, 21, 90, 67, 72, 170, 319, 492, 1005, 2207, 2164]"
42.3648273458,-71.1056905393,"[3511, 11781, 18831, 9418, 5614, 3659, 3344, 2096, 2346, 283, 2263, 1753, 989, 1039, 1272, 548, 1932, 906, 871, 206, 481, 495, 527, 571, 732, 933, 1294, 776, 766, 272, 2351, 3302, 4905, 22898, 32208, 5898, 2253, 828, 926, 4, 553, 309, 173, 23, 247, 7, 519, 54, 124, 4, 34, 100, 128, 96, 206, 428, 499, 397, 575, 442]"
42.3648854167,-71.1057943811,"[16347, 9833, 7729, 5476, 4955, 5189, 7925, 4590, 7301, 343, 9427, 6995, 2135, 1965, 2604, 1256, 2917, 625, 455, 76, 145, 952, 531, 143, 1202, 4275, 1040, 3315, 506, 133, 983, 7013, 3438, 1160, 1843, 151, 6013, 446, 1128, 0, 2509, 346, 168, 132, 237, 5, 1614, 25, 149, 2, 191, 221, 349, 899, 1552, 4895, 8126, 2769, 1714, 1537]"
42.3648887,-71.1057996,"[16465, 7638, 8078, 6758, 5953, 4361, 8271, 4386, 5876, 351, 9814, 7122, 2813, 2097, 3072, 1414, 1871, 689, 598, 58, 222, 375, 291, 224, 1236, 4642, 1091, 3817, 654, 117, 1826, 6934, 3615, 997, 2352, 300, 5067, 233, 594, 0, 2138, 242, 114, 59, 188, 5, 911, 47, 84, 0, 199, 445, 289, 543, 1606, 5766, 8502, 3023, 1567, 2000]"
42.3649510875,-71.1058987357,"[14025, 3604, 4418, 3189, 4376, 6143, 5775, 4265, 5445, 360, 6455, 4260, 2086, 1769, 2939, 1807, 4225, 1584, 1734, 545, 986, 1790, 1860, 969, 2085, 6778, 3691, 9859, 2782, 645, 7917, 9299, 8031, 3435, 3745, 622, 7502, 303, 679, 0, 2160, 274, 256, 37, 79, 7, 373, 27, 61, 1, 30, 146, 142, 166, 343, 1181, 787, 577, 659, 712]"
42.3650167583,-71.1060030903,"[12923, 1610, 1799, 1240, 2036, 4449, 3060, 2744, 4878, 49, 7434, 7532, 4308, 3212, 4803, 796, 5792, 1491, 2834, 298, 1679, 2714, 2696, 1648, 3046, 12405, 6911, 10635, 6049, 939, 4745, 6008, 7698, 3888, 4027, 1251, 4964, 325, 994, 1, 1756, 278, 192, 30, 65, 14, 212, 35, 60, 10, 23, 40, 33, 51, 111, 358, 182, 160, 274, 205]"
42.3650824292,-71.1061074451,"[10293, 1358, 1234, 982, 2262, 1442, 2788, 1768, 8218, 32, 7612, 6657, 3620, 2006, 3072, 844, 5335, 1086, 1677, 191, 917, 2237, 2199, 1365, 2592, 8596, 7589, 13661, 5290, 1073, 7424, 10580, 10973, 2396, 3768, 877, 10031, 418, 1215, 1, 1817, 177, 114, 31, 61, 4, 245, 15, 27, 5, 25, 74, 73, 59, 125, 387, 280, 312, 320, 170]"
42.3651274463,-71.1061758199,"[2377, 352, 505, 1095, 4674, 16153, 26630, 12068, 11084, 3375, 6400, 4200, 1981, 778, 1323, 315, 1172, 495, 544, 123, 346, 593, 491, 401, 604, 1469, 1077, 832, 587, 177, 1357, 2029, 3512, 8642, 23495, 11407, 3237, 1164, 838, 0, 585, 240, 108, 26, 69, 2, 202, 11, 22, 1, 11, 42, 50, 18, 96, 306, 74, 160, 48, 27]"
42.3651481,-71.1062118,"[1987, 401, 598, 1061, 4821, 16689, 26950, 13682, 9731, 3038, 5791, 3846, 1661, 874, 1301, 338, 1540, 435, 595, 115, 395, 605, 477, 409, 623, 1234, 1269, 1014, 782, 115, 1101, 1600, 2989, 8375, 25079, 11638, 3502, 763, 638, 1, 496, 231, 151, 37, 68, 0, 105, 6, 22, 0, 19, 35, 38, 26, 170, 194, 101, 121, 80, 37]"
42.3651895847,-71.1062840648,"[2195, 339, 425, 625, 2029, 2878, 4426, 3773, 3516, 431, 5150, 3964, 1481, 754, 1119, 116, 1622, 260, 591, 28, 221, 537, 551, 522, 905, 2635, 1578, 3712, 2274, 404, 4879, 9062, 19608, 33687, 20549, 14801, 4066, 611, 873, 4, 647, 454, 171, 50, 83, 5, 119, 12, 28, 3, 30, 34, 26, 32, 76, 211, 113, 171, 324, 210]"
42.3652517231,-71.1063923098,"[1542, 408, 1310, 3134, 3820, 4347, 5167, 8086, 12241, 6501, 12491, 12464, 5156, 3683, 3979, 1624, 2681, 2131, 1658, 663, 1009, 1337, 863, 1254, 944, 1183, 2989, 2464, 2625, 436, 3903, 4473, 5868, 9782, 11052, 5164, 4816, 1089, 1317, 1, 1330, 852, 218, 139, 257, 3, 320, 30, 73, 0, 36, 97, 56, 59, 113, 277, 165, 175, 90, 55]"
42.3653138616,-71.1065005548,"[2172, 896, 1057, 2259, 3166, 2901, 4471, 7276, 9697, 4807, 7789, 7875, 4757, 4494, 6004, 4993, 4642, 3610, 2829, 677, 2084, 1189, 1194, 1773, 1490, 721, 2923, 763, 2771, 895, 8470, 10160, 13702, 19743, 2168, 374, 736, 141, 269, 2, 326, 221, 65, 40, 73, 10, 138, 23, 37, 1, 35, 44, 24, 23, 92, 159, 100, 118, 391, 140]"
42.3653727637,-71.1066032912,"[5148, 679, 759, 653, 1292, 938, 3415, 3763, 8136, 3986, 9605, 7729, 5715, 4319, 5940, 5175, 7667, 6307, 6388, 827, 4295, 4497, 3223, 2578, 4413, 2809, 5868, 2959, 2545, 531, 4099, 6009, 5305, 5187, 4826, 2515, 3193, 845, 1029, 60, 957, 513, 260, 98, 213, 33, 261, 60, 113, 14, 75, 117, 149, 132, 349, 485, 395, 330, 138, 81]"
42.3654360285,-71.1067103347,"[4907, 3918, 3655, 5852, 7374, 5849, 5290, 4503, 6219, 2629, 9832, 7200, 4741, 2834, 3397, 1679, 3030, 1157, 845, 297, 451, 420, 599, 240, 386, 895, 717, 962, 471, 118, 942, 1682, 3119, 7637, 19507, 9159, 7852, 3882, 3379, 272, 2388, 485, 188, 114, 224, 18, 354, 113, 348, 92, 258, 415, 376, 483, 662, 831, 1552, 835, 1375, 991]"
42.3654992932,-71.1068173783,"[4378, 2480, 2687, 2185, 4600, 13397, 8169, 4823, 5667, 1647, 6272, 6986, 6997, 4285, 3604, 1296, 2378, 1030, 979, 131, 435, 322, 430, 326, 400, 511, 582, 506, 340, 71, 700, 940, 1420, 4311, 17527, 16771, 11979, 4087, 1865, 207, 1544, 564, 344, 133, 513, 13, 670, 59, 240, 5, 127, 415, 345, 438, 799, 1026, 1821, 1014, 1331, 878]"
42.365562558,-71.106924422,"[4065, 2669, 4216, 4929, 6891, 12205, 6466, 2668, 2592, 301, 2577, 2839, 2095, 1923, 3331, 2425, 4235, 1329, 1096, 225, 615, 889, 902, 709, 1307, 1918, 2219, 2019, 1778, 512, 2750, 3340, 3896, 5358, 10440, 15480, 13057, 9474, 4432, 338, 1777, 1053, 380, 303, 522, 118, 516, 123, 167, 32, 96, 254, 183, 164, 306, 436, 656, 612, 965, 827]"
42.3656258228,-71.1070314658,"[3489, 2883, 2883, 3716, 3276, 2244, 2164, 2038, 2128, 606, 2581, 2632, 1180, 980, 1325, 974, 2550, 3739, 2397, 729, 814, 840, 735, 674, 938, 860, 1903, 1308, 2218, 1550, 4331, 4500, 4791, 8703, 20244, 24383, 12309, 6920, 3447, 98, 2327, 1991, 459, 375, 623, 86, 378, 194, 269, 32, 156, 265, 193, 363, 807, 633, 1322, 812, 1399, 1236]"
42.3656890875,-71.1071385098,"[3297, 2908, 2953, 4340, 6692, 11395, 7636, 4702, 5503, 620, 3636, 3485, 1659, 1347, 2540, 4252, 4190, 1998, 1272, 279, 703, 701, 657, 964, 1048, 1008, 1925, 1336, 1462, 458, 2690, 4174, 4779, 10122, 15157, 9283, 7187, 4453, 3833, 83, 4103, 1353, 557, 221, 469, 54, 521, 187, 317, 15, 106, 190, 162, 181, 428, 652, 805, 540, 1318, 1094]"
42.3657523523,-71.1072455538,"[3319, 5348, 10026, 9432, 7741, 10934, 6965, 3302, 3045, 429, 3349, 3693, 2532, 2420, 3076, 1850, 2779, 934, 991, 149, 662, 716, 602, 573, 968, 1156, 1583, 1603, 1407, 303, 2584, 3252, 4423, 7328, 10730, 8744, 12216, 4644, 3784, 11, 3340, 1396, 387, 187, 395, 22, 667, 67, 216, 16, 121, 263, 235, 177, 300, 611, 528, 383, 568, 518]"
42.3658156171,-71.1073525979,"[5224, 7072, 7786, 8366, 7462, 11460, 6611, 4314, 2842, 1010, 2967, 3522, 2510, 1712, 2126, 2118, 3260, 3136, 1702, 942, 1303, 803, 904, 829, 817, 773, 1308, 788, 938, 451, 2315, 2544, 3913, 13669, 14886, 6176, 4148, 933, 862, 6, 584, 417, 165, 70, 272, 28, 236, 110, 208, 31, 208, 179, 339, 300, 665, 1045, 2252, 2425, 3859, 2099]"
42.3658788818,-71.1074596422,"[7936, 3395, 4030, 5986, 3759, 4211, 3767, 2519, 2073, 59, 3607, 3036, 1371, 1257, 2349, 907, 2891, 1726, 3188, 743, 2354, 2622, 2484, 2507, 4411, 4094, 8429, 2700, 6999, 5653, 11512, 8721, 8016, 9312, 4671, 1037, 1896, 420, 606, 2, 990, 305, 180, 74, 283, 52, 959, 236, 321, 69, 339, 485, 578, 613, 862, 622, 2077, 1065, 1822, 812]"
42.3659421466,-71.1075666865,"[4645, 5142, 5338, 4380, 5801, 10635, 7604, 5151, 6188, 2420, 6147, 7367, 5358, 3775, 6218, 3093, 5092, 2852, 2572, 328, 711, 962, 1258, 1044, 991, 1623, 3889, 2752, 3286, 863, 4515, 4540, 6330, 5105, 6357, 5406, 3942, 1305, 1057, 15, 978, 299, 133, 54, 128, 16, 164, 48, 79, 10, 42, 66, 61, 66, 118, 271, 235, 241, 466, 468]"
42.3660054114,-71.107673731,"[2328, 894, 1106, 1498, 2562, 4194, 4064, 4001, 4300, 2311, 7497, 9960, 7339, 6451, 6940, 4621, 4410, 2950, 2008, 1295, 2936, 1393, 1530, 898, 1012, 1427, 1264, 1771, 1480, 413, 3019, 4935, 9135, 15401, 9675, 7368, 6470, 2030, 795, 56, 770, 469, 329, 89, 371, 16, 279, 146, 297, 37, 232, 260, 238, 315, 452, 319, 525, 372, 474, 273]"
42.3660686762,-71.1077807755,"[4302, 1782, 1432, 2134, 4552, 8864, 7091, 6770, 5053, 349, 6869, 3339, 4260, 4076, 3836, 3250, 4514, 2680, 1709, 472, 835, 739, 814, 555, 924, 1380, 1490, 1822, 1598, 436, 2433, 3331, 4423, 4964, 10680, 9300, 9318, 4291, 3645, 68, 3290, 1837, 936, 329, 725, 162, 827, 353, 443, 65, 209, 599, 711, 870, 1183, 1136, 1675, 1919, 1427, 924]"
42.3661319409,-71.1078878202,"[6591, 1390, 1475, 1963, 3058, 2760, 6851, 6344, 7839, 1984, 9070, 6089, 6052, 7343, 7068, 3378, 4020, 1185, 1174, 195, 732, 770, 705, 611, 1260, 3375, 1490, 2138, 1165, 434, 2985, 4374, 4392, 5302, 9866, 6023, 6744, 3545, 2577, 253, 2324, 1296, 393, 153, 343, 71, 643, 181, 221, 55, 152, 316, 278, 271, 698, 1396, 1642, 2740, 1662, 595]"
42.3661952057,-71.107994865,"[6731, 3934, 2754, 3243, 4310, 2783, 5732, 3083, 6767, 1654, 7208, 8312, 7774, 7266, 5506, 2044, 3540, 1151, 1020, 137, 444, 900, 916, 476, 821, 2655, 1957, 3059, 3985, 399, 2659, 2876, 3493, 2666, 10488, 10842, 6845, 2009, 1943, 35, 2447, 1203, 453, 286, 493, 23, 800, 67, 241, 14, 72, 215, 151, 173, 492, 1690, 1294, 1701, 2324, 1444]"
42.3662584705,-71.1081019099,"[6146, 5273, 5375, 5029, 6901, 5513, 6928, 4714, 7001, 1149, 7181, 6632, 3469, 3454, 3642, 1286, 2932, 599, 564, 94, 246, 560, 431, 240, 897, 2048, 864, 1954, 854, 136, 1790, 4549, 5250, 8917, 16973, 11812, 7038, 1832, 2104, 1, 2188, 936, 265, 105, 180, 10, 387, 46, 75, 6, 41, 134, 65, 64, 281, 940, 304, 594, 603, 398]"
42.3663217352,-71.1082089549,"[4438, 1803, 2232, 3869, 5794, 7517, 5993, 4033, 5823, 1591, 7947, 6736, 6675, 4170, 3083, 1606, 2743, 1065, 1027, 216, 565, 838, 739, 515, 984, 2120, 1481, 2367, 761, 234, 1711, 3930, 4850, 8983, 16011, 11254, 9297, 2623, 2523, 4, 3138, 1739, 603, 126, 232, 6, 589, 39, 124, 0, 93, 171, 150, 120, 430, 1047, 448, 441, 254, 99]"
42.366360033,-71.1082697993,"[3253, 533, 823, 1600, 5435, 7557, 9479, 7737, 10770, 3938, 14001, 15498, 9413, 5716, 5389, 1069, 2993, 1098, 1667, 157, 466, 836, 706, 525, 924, 1949, 1006, 1233, 554, 157, 2062, 2374, 1948, 2841, 9712, 7101, 7104, 2203, 2334, 0, 1830, 951, 329, 65, 152, 2, 783, 11, 56, 0, 35, 65, 46, 28, 261, 871, 96, 175, 63, 20]"
42.3664198264,-71.1083804393,"[1956, 1454, 1278, 1275, 2547, 4064, 3717, 4327, 7504, 6171, 13504, 13168, 8768, 6219, 7483, 5266, 5614, 1995, 1080, 335, 509, 596, 590, 311, 691, 1030, 742, 768, 453, 101, 816, 2326, 3800, 9887, 13280, 9840, 8704, 2108, 1597, 0, 1177, 526, 204, 43, 175, 1, 298, 33, 112, 3, 19, 125, 84, 41, 174, 442, 167, 245, 135, 122]"
42.3664796198,-71.1084910793,"[2236, 1222, 1489, 2428, 3339, 3887, 4227, 5481, 7363, 3612, 8070, 11981, 14523, 14956, 10323, 4673, 2796, 1297, 913, 208, 457, 425, 545, 517, 700, 428, 771, 681, 293, 61, 1164, 1457, 3446, 11066, 11281, 7732, 2230, 1020, 752, 4, 603, 275, 139, 30, 110, 21, 218, 101, 250, 33, 290, 669, 549, 831, 1350, 489, 2513, 221, 788, 466]"
42.3665394132,-71.1086017194,"[2487, 1664, 2014, 4397, 6747, 5844, 5922, 7086, 6297, 2484, 7912, 9799, 5126, 3501, 3083, 1623, 2123, 1249, 1070, 255, 587, 494, 643, 491, 730, 634, 1070, 492, 585, 213, 1055, 1093, 1246, 2845, 8628, 17415, 14962, 6321, 2229, 189, 1542, 1388, 567, 349, 692, 202, 1185, 643, 725, 211, 768, 1088, 1106, 512, 1007, 696, 2740, 876, 729, 369]"
42.3665992066,-71.1087123597,"[5659, 3678, 3062, 3144, 4638, 10744, 17332, 7090, 5615, 1339, 5524, 4545, 2434, 1718, 2127, 1230, 2354, 1227, 1147, 187, 453, 609, 602, 438, 608, 1338, 1290, 1233, 894, 154, 3393, 3028, 4348, 8805, 8940, 10432, 7636, 3399, 3240, 36, 2656, 1873, 761, 370, 613, 16, 504, 48, 192, 1, 55, 153, 147, 145, 359, 786, 1207, 892, 2161, 1391]"
42.3666338026,-71.1087756554,"[6084, 3576, 3887, 3703, 3383, 3582, 4869, 4610, 4206, 399, 4181, 3558, 1196, 950, 1683, 801, 1929, 1289, 1650, 490, 925, 869, 1061, 716, 637, 784, 1145, 786, 585, 171, 1447, 1714, 2717, 6640, 22375, 22682, 9943, 4443, 2925, 44, 2489, 1183, 258, 229, 483, 53, 563, 347, 509, 118, 512, 649, 603, 736, 1561, 971, 4141, 1006, 2605, 2349]"
42.3666930022,-71.1088868792,"[6767, 3387, 2157, 3375, 4010, 3294, 3364, 2763, 4571, 1846, 8622, 13328, 14943, 9462, 10211, 5542, 4980, 1795, 869, 208, 408, 369, 389, 249, 634, 1154, 459, 935, 234, 29, 979, 1434, 3522, 1749, 5454, 9136, 8202, 7261, 2340, 38, 1693, 756, 213, 77, 168, 4, 448, 31, 109, 9, 60, 229, 266, 195, 414, 670, 906, 720, 1226, 1337]"
42.3667522017,-71.1089981032,"[8097, 3298, 3865, 3279, 5033, 3721, 8037, 3998, 6079, 1744, 10350, 5779, 2794, 1934, 2755, 1419, 3232, 2017, 2154, 969, 1227, 1071, 1195, 819, 1388, 3627, 2530, 3719, 2705, 370, 3653, 5920, 6551, 7058, 9875, 5097, 3944, 2085, 1857, 97, 2248, 1296, 459, 280, 551, 118, 591, 312, 370, 42, 243, 452, 328, 566, 604, 918, 1614, 831, 1680, 1155]"
42.3668114013,-71.1091093272,"[6567, 5457, 4981, 3195, 2727, 3125, 2975, 3472, 4786, 1931, 6469, 7204, 4438, 3505, 3787, 2892, 4831, 3421, 2686, 1001, 1625, 1469, 1329, 1013, 1333, 917, 1859, 1703, 2420, 1179, 4777, 4250, 5503, 8767, 11304, 12503, 2986, 921, 973, 5, 1014, 877, 331, 197, 495, 97, 1093, 402, 434, 165, 480, 621, 563, 656, 899, 691, 1185, 702, 1243, 1569]"
42.3668706009,-71.1092205514,"[4115, 6102, 16325, 8319, 4683, 4371, 3263, 3109, 3211, 1365, 6586, 8365, 3828, 2129, 2824, 1651, 2635, 2091, 1342, 932, 1685, 1211, 1452, 545, 1081, 521, 1375, 854, 1756, 824, 3778, 4163, 4257, 8358, 14061, 10591, 5188, 2035, 1547, 7, 733, 651, 260, 60, 126, 9, 160, 32, 50, 6, 28, 179, 170, 80, 145, 190, 555, 219, 1435, 2377]"
42.3669298004,-71.1093317756,"[8405, 10927, 10963, 7182, 7079, 5288, 4785, 3520, 5552, 224, 4237, 3764, 1787, 1053, 1325, 797, 1461, 664, 598, 268, 581, 807, 563, 260, 370, 907, 533, 1695, 360, 117, 637, 1365, 1519, 2944, 7783, 15854, 13255, 4167, 3190, 40, 4037, 1434, 525, 337, 654, 87, 1072, 157, 423, 20, 271, 316, 310, 254, 894, 1238, 2270, 1315, 4483, 3077]"
42.366980009,-71.10942593,"[4195, 1352, 1597, 1372, 2233, 1895, 5779, 5041, 8090, 1661, 11222, 8800, 5418, 5551, 7155, 8744, 8109, 3101, 1855, 630, 826, 718, 696, 559, 626, 853, 1279, 1064, 482, 139, 1101, 1725, 1680, 4611, 17409, 17036, 6772, 1684, 1032, 5, 1118, 512, 337, 69, 160, 0, 501, 8, 24, 0, 33, 42, 41, 32, 207, 798, 321, 331, 852, 517]"
42.3670388072,-71.1095375438,"[3880, 2282, 1783, 2325, 3510, 3190, 3369, 2160, 2245, 883, 4604, 6124, 6509, 5683, 6443, 5484, 5354, 3289, 2026, 1077, 1354, 1090, 1107, 738, 1505, 1131, 2240, 989, 844, 104, 1184, 1758, 1577, 1559, 5899, 17786, 12991, 9147, 6301, 285, 4810, 2790, 757, 307, 615, 21, 2206, 181, 358, 10, 165, 434, 277, 214, 624, 734, 1113, 795, 1070, 710]"
42.3670976054,-71.1096491577,"[1295, 405, 803, 672, 1240, 1485, 3362, 4962, 6688, 2621, 6631, 11768, 19854, 18238, 13114, 5991, 3132, 914, 817, 150, 484, 949, 1042, 641, 1595, 1888, 2514, 2759, 1825, 319, 3462, 3811, 5751, 5985, 7314, 6044, 4560, 1235, 891, 9, 921, 321, 125, 64, 130, 6, 123, 48, 47, 4, 35, 41, 26, 47, 101, 233, 127, 128, 191, 62]"
42.3671564036,-71.1097607717,"[6453, 2586, 3659, 6296, 5605, 3362, 6093, 10760, 9715, 1761, 5078, 2918, 1235, 795, 1247, 670, 1693, 1158, 1240, 402, 510, 555, 597, 404, 553, 1346, 740, 1145, 355, 120, 843, 1786, 2618, 4695, 17419, 16768, 7678, 3849, 4618, 53, 4646, 3161, 583, 390, 800, 40, 996, 157, 372, 18, 169, 353, 246, 222, 931, 2813, 1628, 1481, 1116, 500]"
42.3672152018,-71.1098723858,"[4655, 2545, 2589, 3676, 8243, 16667, 16732, 9907, 9537, 931, 10255, 8497, 4674, 3205, 2903, 1816, 3953, 1759, 1255, 328, 569, 764, 885, 556, 1050, 1767, 1276, 1255, 605, 137, 1075, 1722, 1708, 2272, 6985, 4005, 5814, 1709, 2228, 38, 2608, 806, 333, 108, 211, 25, 546, 65, 113, 6, 112, 188, 139, 123, 369, 898, 760, 751, 875, 417]"
42.367234801,-71.1099079311,"[3798, 2177, 2624, 3597, 7125, 17134, 16728, 9812, 9626, 903, 10414, 10135, 4140, 3405, 3186, 1645, 3791, 1708, 1290, 271, 529, 773, 724, 613, 1114, 2184, 1277, 1366, 625, 135, 1137, 2114, 2450, 2809, 6441, 4016, 5410, 1885, 2256, 45, 2231, 805, 360, 116, 223, 28, 438, 37, 139, 16, 155, 135, 133, 129, 362, 692, 760, 582, 924, 323]"
42.3672927408,-71.1100203647,"[4137, 2050, 1641, 1615, 3005, 2192, 2867, 2276, 4435, 284, 4890, 5458, 4276, 3879, 4934, 3206, 4078, 3074, 2149, 857, 1041, 676, 639, 506, 634, 990, 820, 532, 463, 127, 1028, 1308, 1233, 887, 3615, 2154, 8578, 8128, 11186, 46, 11407, 13977, 2439, 1863, 5401, 289, 2373, 1098, 1282, 29, 553, 799, 752, 658, 1009, 1717, 2347, 2234, 2487, 1392]"
42.3673506806,-71.1101327984,"[3381, 1562, 2397, 4327, 7060, 16903, 22627, 15991, 6103, 1223, 3381, 3262, 1712, 676, 770, 99, 1025, 277, 422, 27, 120, 243, 294, 263, 505, 762, 749, 749, 668, 511, 2034, 1734, 1985, 3248, 3706, 1840, 3624, 2762, 3302, 3, 4044, 5760, 2169, 889, 5731, 67, 2875, 1123, 2225, 33, 1167, 1141, 1771, 1098, 2137, 1382, 1661, 1162, 728, 510]"
42.3674086204,-71.1102452321,"[4026, 2069, 4061, 2794, 5586, 6991, 8790, 5063, 5261, 1859, 10647, 8287, 6383, 4410, 3880, 1571, 2419, 960, 875, 198, 428, 725, 659, 492, 660, 1396, 1678, 1433, 1442, 497, 3437, 3019, 3449, 6694, 14832, 10602, 7045, 2947, 2781, 24, 2972, 1043, 498, 121, 270, 11, 875, 17, 110, 5, 167, 187, 208, 89, 311, 1239, 405, 588, 295, 219]"
42.3674665602,-71.110357666,"[2090, 1560, 3670, 6792, 10641, 10208, 6871, 6173, 6898, 5980, 8202, 6567, 3604, 2353, 1923, 662, 1531, 632, 655, 126, 538, 526, 518, 672, 780, 1468, 1399, 803, 911, 332, 2471, 3042, 4473, 7747, 15875, 12424, 6376, 3058, 2572, 1659, 1671, 584, 336, 107, 217, 50, 225, 67, 113, 22, 189, 114, 90, 86, 149, 299, 172, 206, 218, 303]"
42.36750825,-71.1104318892,"[5241, 2622, 1858, 1422, 2163, 2306, 4371, 4748, 5287, 1822, 5478, 3941, 2963, 2189, 4051, 2838, 4497, 2305, 1969, 666, 1040, 903, 1132, 852, 1294, 1789, 1215, 1637, 808, 213, 1952, 2247, 2719, 4323, 11723, 15313, 13259, 7844, 9517, 380, 4705, 4694, 624, 92, 301, 19, 1051, 33, 103, 3, 61, 172, 112, 133, 465, 720, 534, 572, 1588, 1121]"
42.3675245,-71.1104701,"[5699, 2235, 1652, 1448, 1727, 2158, 4369, 4208, 5344, 2324, 6343, 4344, 2912, 2459, 4026, 2606, 4155, 2405, 2551, 617, 1174, 1321, 1393, 749, 1082, 1640, 1482, 2229, 863, 216, 1775, 2131, 3442, 3783, 10545, 15660, 13684, 6719, 9013, 418, 4904, 4160, 467, 136, 273, 10, 614, 122, 178, 1, 195, 181, 166, 204, 415, 705, 768, 504, 1481, 1615]"
42.367558775,-71.1105506946,"[3420, 2089, 2194, 3974, 5885, 6113, 8062, 7601, 11126, 2568, 13887, 12169, 5281, 3616, 5037, 1527, 4614, 2032, 4256, 515, 987, 2642, 2555, 1189, 1022, 1561, 1619, 2134, 891, 204, 1604, 2769, 3993, 5791, 7260, 4179, 5139, 1879, 1395, 52, 1762, 599, 333, 51, 102, 2, 332, 7, 33, 0, 16, 55, 39, 54, 126, 536, 206, 187, 380, 349]"
42.3675818709,-71.1105960889,"[3826, 2189, 3258, 3295, 5052, 7039, 6640, 6683, 10466, 2736, 15433, 10952, 5840, 3614, 4758, 1226, 4417, 2000, 3969, 356, 1025, 2501, 2417, 1296, 983, 1849, 1515, 1996, 786, 172, 1899, 3221, 3995, 6647, 7326, 4321, 5403, 1892, 1610, 45, 1831, 703, 310, 62, 120, 1, 324, 12, 42, 1, 27, 53, 44, 19, 110, 527, 118, 280, 433, 335]"
42.3676093,-71.1106695,"[3603, 2695, 3437, 2746, 2425, 3855, 5893, 5794, 6625, 6875, 11383, 13663, 6419, 3489, 1983, 880, 909, 604, 519, 177, 468, 424, 341, 400, 492, 423, 1145, 423, 910, 273, 1298, 1717, 1869, 2916, 9159, 9034, 5530, 4145, 3445, 322, 3755, 4151, 959, 899, 1363, 338, 923, 758, 1279, 162, 590, 700, 597, 818, 977, 779, 2873, 2186, 4120, 3065]"
42.3676275781,-71.1107184165,"[3486, 2632, 3416, 2736, 2641, 4027, 5884, 5616, 7382, 7501, 9482, 13912, 6660, 3568, 2076, 764, 921, 672, 552, 169, 495, 381, 355, 343, 495, 350, 1306, 329, 1032, 264, 1152, 1574, 2371, 3186, 9061, 8395, 5620, 4638, 4319, 363, 4308, 3728, 1322, 669, 971, 297, 809, 758, 1256, 194, 576, 740, 689, 754, 1110, 1024, 2527, 1714, 3258, 3170]"
