25253,64750,65275,652,1687,7,2376,160000,40.7913151061,-73.9678904105
32429,51379,69821,1763,2814,48,1746,160000,40.7913650249,-73.9680068082
51671,44952,51656,2643,5939,122,3017,160000,40.7914149437,-73.968123206
32796,70671,44310,1944,6588,290,3401,160000,40.7914648624,-73.9682396039
34230,55150,61628,832,6402,123,1635,160000,40.7915147812,-73.9683560019
34141,54556,62212,652,6597,178,1664,160000,40.791527667,-73.9683836732
35534,90454,18898,524,14263,7,320,160000,40.7915647,-73.9684724
35362,89874,18779,443,15176,7,359,160000,40.7915766083,-73.9685007932
23372,69024,55057,727,4886,33,6901,160000,40.7916255496,-73.9686179133
71326,41175,39729,998,3619,55,3098,160000,40.7916744909,-73.9687350336
33105,53021,59411,1679,7653,17,5114,160000,40.7917234323,-73.9688521539
36868,51800,57065,2563,9468,12,2224,160000,40.7917723736,-73.9689692742
22027,47910,83408,1039,2702,35,2879,160000,40.7918213149,-73.9690863947
46043,33994,76870,664,1171,56,1202,160000,40.7918702562,-73.9692035153
62873,30453,63591,535,1563,14,971,160000,40.7919191975,-73.9693206359
50854,37675,67434,634,1856,36,1511,160000,40.7919681389,-73.9694377566
48774,29507,78320,705,1356,127,1211,160000,40.7920170802,-73.9695548774
40460,16952,96729,923,3463,135,1338,160000,40.7920660215,-73.9696719983
29591,22044,103354,1143,2109,117,1642,160000,40.7921149628,-73.9697891193
40562,25228,89486,622,2125,104,1873,160000,40.7921639041,-73.9699062404
43908,41319,69709,644,2858,179,1383,160000,40.7922128455,-73.9700233616
30275,37825,86524,831,2787,468,1290,160000,40.7922617868,-73.9701404828
33345,36999,81472,2267,3727,666,1524,160000,40.7923107281,-73.9702576041
23390,53535,78245,906,2822,324,778,160000,40.7923596694,-73.9703747255
23095,64211,67520,1065,2912,73,1124,160000,40.7924086108,-73.9704918471
41154,32999,80858,903,2899,277,910,160000,40.7924575521,-73.9706089686
45803,41584,63936,1833,3974,435,2435,160000,40.7925064934,-73.9707260903
34846,43578,76054,1954,2454,62,1052,160000,40.7925554347,-73.9708432121
38738,45313,70058,1136,2754,203,1798,160000,40.792604376,-73.9709603339
54523,38834,58437,1718,4748,84,1656,160000,40.7926533174,-73.9710774559
42414,18340,91929,429,2759,342,3787,160000,40.7927022587,-73.9711945779
21443,16079,117754,568,1433,49,2674,160000,40.7927293356,-73.9712595471
20854,16738,117847,639,1423,35,2464,160000,40.7927512,-73.9713117
39126,25140,90012,638,3792,18,1274,160000,40.792778416,-73.9713765677
39126,25140,90012,638,3792,18,1274,160000,40.7928274964,-73.9714935884
59115,16295,78721,1392,2410,12,2055,160000,40.7928765767,-73.9716106092
27281,52531,74836,1111,1924,62,2255,160000,40.7929256571,-73.97172763
28512,41829,81228,1838,4948,45,1600,160000,40.7929747375,-73.971844651
27491,51358,73446,1527,4122,105,1951,160000,40.7930238178,-73.971961672
24210,41981,87127,1256,3072,137,2217,160000,40.7930728982,-73.9720786931
42305,33973,78968,1595,1904,41,1214,160000,40.7931219785,-73.9721957143
33464,39999,82187,756,2724,56,814,160000,40.7931710589,-73.9723127356
27412,43695,85349,550,1736,80,1178,160000,40.7932201393,-73.972429757
37513,23911,94170,448,2102,271,1585,160000,40.7932692196,-73.9725467784
36763,23132,96031,439,1906,52,1677,160000,40.7932978602,-73.9726141986
36866,23499,95740,447,1838,63,1547,160000,40.7933183,-73.9726638
32050,49114,67670,586,2610,19,7951,160000,40.7933462801,-73.9727316992
31895,46237,69995,437,2930,29,8477,160000,40.7933464167,-73.9727366438
40542,41476,73445,434,2421,14,1668,160000,40.7933947,-73.9728492
40968,42498,71960,464,2221,15,1874,160000,40.7933963473,-73.9728530363
35894,26928,92809,701,1651,47,1970,160000,40.7934462778,-73.9729694289
40553,63675,45619,2511,4827,58,2757,160000,40.7934962084,-73.9730858215
65759,18244,71016,470,3136,59,1316,160000,40.7935461389,-73.9732022143
65820,15710,75123,573,1886,50,838,160000,40.7935960695,-73.9733186071
50669,39993,64260,760,3184,83,1051,160000,40.7936173447,-73.9733668506
64349,31255,58574,1242,3406,41,1133,160000,40.793646,-73.973435
66620,31314,52973,1949,5408,47,1689,160000,40.793666524,-73.9734838003
55868,46204,49758,1717,4417,27,2009,160000,40.7937157034,-73.97360075
65929,47397,38783,1069,4900,45,1877,160000,40.7937648827,-73.9737176998
46895,51882,53481,1097,4522,15,2108,160000,40.793814062,-73.9738346497
35074,24842,95189,1010,1760,31,2094,160000,40.7938632413,-73.9739515997
29223,24754,101320,529,1974,22,2178,160000,40.7939124207,-73.9740685498
32121,35576,85568,2898,2396,140,1301,160000,40.7939397754,-73.9741339363
31776,35449,86156,2904,2294,142,1279,160000,40.7939616,-73.9741855
41212,35384,79126,444,1946,25,1863,160000,40.7939892378,-73.974250678
71298,22376,62345,388,2154,26,1413,160000,40.7940387003,-73.9743674198
89050,15750,50285,907,3024,35,949,160000,40.7940881628,-73.9744841616
74100,10498,71793,803,2005,34,767,160000,40.7941376253,-73.9746009036
81627,13260,62042,291,1487,53,1240,160000,40.7941870878,-73.9747176456
56256,34174,63814,974,3410,20,1352,160000,40.7942365502,-73.9748343877
46477,42594,62606,943,5798,5,1577,160000,40.7942860127,-73.97495113
41457,32347,77980,1957,4589,71,1599,160000,40.7943354752,-73.9750678723
49345,21640,82890,1364,2525,128,2108,160000,40.7943849377,-73.9751846146
35177,21068,98923,585,2650,65,1532,160000,40.7944344002,-73.9753013571
50056,17967,86616,263,3161,32,1905,160000,40.7944838626,-73.9754180997
70750,23916,60156,609,3014,87,1468,160000,40.7945333251,-73.9755348423
50972,24154,78096,1568,3613,57,1540,160000,40.7945827876,-73.975651585
37903,41381,76524,521,2421,26,1224,160000,40.7946322501,-73.9757683279
28153,46106,81990,568,2107,34,1042,160000,40.7946817126,-73.9758850708
11700,59317,83689,1177,2098,41,1978,160000,40.794731175,-73.9760018138
17562,64326,71722,1865,2597,22,1906,160000,40.7947806375,-73.9761185568
7903,29735,118627,515,673,111,2436,160000,40.7948301,-73.9762353
23190,82249,33571,3229,2830,2,14929,160000,40.7909908,-73.9652082
13745,113838,18956,803,6182,13,6463,160000,40.7910404042,-73.9653248315
17188,98485,25629,5657,5363,15,7663,160000,40.7910900084,-73.9654414631
53354,46042,40903,9025,7191,154,3331,160000,40.7911396127,-73.9655580948
28064,62609,57656,5070,5598,65,938,160000,40.7911892169,-73.9656747266
39374,61578,42044,4225,11188,21,1570,160000,40.7912388211,-73.9657913585
41827,75133,28053,3479,9459,5,2044,160000,40.7912884253,-73.9659079905
37426,83533,25843,3458,7262,21,2457,160000,40.7913380296,-73.9660246225
26914,90233,28116,2915,8198,0,3624,160000,40.7913876338,-73.9661412547
41400,67898,38474,1673,7805,38,2712,160000,40.791437238,-73.9662578869
65200,36316,48577,3447,4894,50,1516,160000,40.7914868422,-73.9663745192
69898,36045,42947,3322,5672,24,2092,160000,40.7915364464,-73.9664911516
66949,30004,55749,1253,3412,41,2592,160000,40.7915860507,-73.9666077841
59685,33670,60180,1365,3369,51,1680,160000,40.7916356549,-73.9667244167
66233,30191,52704,1361,5025,25,4461,160000,40.7916852591,-73.9668410493
52394,63960,28049,2301,9106,3,4187,160000,40.7917348633,-73.9669576821
48182,60413,34904,2346,10098,14,4043,160000,40.7917844676,-73.9670743149
36197,70966,41176,2392,6868,131,2270,160000,40.7918340718,-73.9671909478
35957,64722,43102,1901,10031,9,4278,160000,40.791883676,-73.9673075809
37488,66062,42821,3654,8364,16,1595,160000,40.7919332802,-73.9674242139
23522,73367,54493,2168,4894,23,1533,160000,40.7919828844,-73.9675408471
46397,53174,47225,3145,5432,69,4558,160000,40.7920324887,-73.9676574804
33137,84835,25659,1596,5195,61,9517,160000,40.7920820929,-73.9677741138
